
TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:08 AM,79.0,73.0,82,29.91,10.0,SE,9.2,16.1,N/A,,Mostly Cloudy,140,2015-06-14 05:08:00
12:51 AM,79.0,73.0,82,29.88,10.0,SE,8.1,-,N/A,,Overcast,130,2015-06-14 05:51:00
1:26 AM,78.1,73.9,87,29.91,10.0,Variable,6.9,16.1,N/A,,Overcast,0,2015-06-14 06:26:00
1:51 AM,77.0,75.0,94,29.87,8.0,Variable,5.8,-,0.00,Rain,Light Rain,0,2015-06-14 06:51:00
2:31 AM,77.0,73.9,90,29.91,10.0,SE,8.1,-,0.00,,Overcast,140,2015-06-14 07:31:00
2:41 AM,77.0,73.9,90,29.90,10.0,SE,8.1,-,0.00,,Overcast,140,2015-06-14 07:41:00
2:51 AM,77.0,73.9,90,29.85,10.0,SE,6.9,-,0.00,,Overcast,140,2015-06-14 07:51:00
3:51 AM,75.9,73.9,94,29.85,10.0,SE,9.2,-,0.00,,Overcast,130,2015-06-14 08:51:00
4:51 AM,75.9,73.9,94,29.84,10.0,ESE,6.9,-,N/A,,Overcast,110,2015-06-14 09:51:00
5:13 AM,75.9,73.9,94,29.87,6.0,ESE,8.1,-,0.02,Rain,Light Rain,120,2015-06-14 10:13:00
5:36 AM,75.9,73.9,94,29.89,10.0,SSE,5.8,-,0.02,,Overcast,150,2015-06-14 10:36:00
5:51 AM,75.9,73.9,94,29.86,10.0,South,4.6,-,0.02,,Overcast,170,2015-06-14 10:51:00
6:05 AM,75.0,73.9,96,29.89,10.0,SSE,4.6,-,N/A,,Overcast,160,2015-06-14 11:05:00
6:16 AM,75.0,73.9,96,29.89,9.0,SSE,5.8,-,N/A,,Overcast,150,2015-06-14 11:16:00
6:36 AM,73.9,73.0,97,29.90,1.8,Variable,3.5,-,0.10,Rain,Heavy Rain,0,2015-06-14 11:36:00
6:47 AM,73.4,73.4,100,29.92,0.5,SSW,9.2,21.9,0.17,Fog-Rain-Thunderstorm,Heavy Thunderstorms and Rain,200,2015-06-14 11:47:00
6:51 AM,73.0,72.0,96,29.88,0.2,SW,9.2,21.9,0.33,Fog-Rain-Thunderstorm,Heavy Thunderstorms and Rain,230,2015-06-14 11:51:00
