
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1967-1-1,61,52,42,44,33,24,97,58,27,30.03,29.95,29.91,15,11,5,16,8,,0.00,0,Fog-Rain,339
1967-1-2,66,52,39,35,27,18,73,46,15,29.95,29.84,29.78,15,15,15,18,7,,0.00,0,,271
1967-1-3,50,44,37,30,21,14,58,45,27,30.31,30.21,30.06,15,15,15,23,16,,0.00,0,,354
1967-1-4,62,47,32,21,17,15,64,37,16,30.29,30.26,30.22,15,15,15,9,4,,0.00,0,,247
1967-1-5,64,48,33,45,30,19,72,53,29,30.30,30.18,30.01,15,14,10,17,5,,0.00,0,,198
1967-1-6,66,58,51,51,43,5,89,67,12,29.96,29.84,29.72,15,14,6,23,14,,0.00,0,,207
1967-1-7,45,40,35,19,17,14,50,39,32,30.29,30.14,29.99,15,11,7,21,16,,0.00,0,,31
1967-1-8,39,34,28,14,12,10,51,39,29,30.52,30.43,30.33,15,13,8,20,15,,0.00,0,,10
1967-1-9,42,38,33,26,18,12,58,46,34,30.48,30.44,30.40,15,11,7,10,6,,0.01,,,6
1967-1-10,57,48,39,31,21,16,73,40,22,30.55,30.49,30.44,15,14,10,20,9,,0.00,,,18
1967-1-11,55,44,34,23,19,16,64,41,23,30.59,30.49,30.38,15,15,15,9,7,,0.00,0,,17
1967-1-12,61,46,32,29,21,16,61,41,18,30.35,30.22,30.08,15,14,10,13,5,,0.00,0,,191
1967-1-13,55,52,48,55,49,35,100,93,59,30.03,29.90,29.80,15,5,0,9,6,,0.06,,Fog-Rain,168
1967-1-14,69,57,45,49,47,45,100,82,49,29.99,29.87,29.82,10,5,0,10,3,,0.00,0,Fog,148
1967-1-15,54,48,41,44,31,24,80,54,37,30.40,30.28,30.03,15,14,10,25,16,,0.00,0,,27
1967-1-16,64,49,34,43,33,25,75,59,37,30.32,30.12,29.94,15,15,15,21,7,,0.00,0,,192
1967-1-17,51,48,41,46,34,21,100,67,38,30.43,30.20,29.97,15,10,4,23,11,,0.00,0,Fog,345
1967-1-18,39,36,34,31,28,25,79,72,62,30.47,30.43,30.38,10,10,10,20,14,,0.00,,,34
1967-1-19,48,38,28,30,27,23,85,66,43,30.55,30.47,30.40,15,11,10,13,9,,0.00,0,,51
1967-1-20,55,44,32,49,37,28,86,74,59,30.38,30.27,30.17,15,11,7,12,3,,0.00,0,,190
1967-1-21,66,59,52,56,54,51,100,90,70,30.14,30.09,30.03,15,6,0,21,9,,0.00,,Fog,187
1967-1-22,71,62,53,62,58,52,100,87,63,30.14,30.08,30.04,10,6,0,16,9,,0.00,0,Fog,201
1967-1-23,73,68,64,63,62,61,93,83,68,30.11,30.05,29.99,10,10,9,17,12,,0.00,,,181
1967-1-24,75,70,64,63,62,61,93,82,64,30.07,30.01,29.98,15,12,10,15,11,,0.00,,,176
1967-1-25,75,70,64,64,62,59,93,79,57,30.03,29.94,29.83,15,12,10,18,12,,0.00,,,180
1967-1-26,66,58,46,62,41,24,87,57,33,30.19,30.00,29.83,15,13,10,29,19,,0.00,0,Rain,307
1967-1-27,55,45,35,26,22,18,67,45,24,30.30,30.24,30.20,15,15,15,13,9,,0.00,0,,14
1967-1-28,68,52,35,28,26,23,67,43,22,30.30,30.25,30.16,15,15,15,10,4,,0.00,0,,238
1967-1-29,72,56,41,48,40,26,89,60,38,30.20,30.09,29.97,15,14,10,18,9,,0.00,0,,186
1967-1-30,77,64,51,58,53,49,96,75,45,30.01,29.95,29.88,15,14,8,14,8,,0.00,0,,200
1967-1-31,75,67,59,58,57,56,90,75,51,30.00,29.95,29.90,15,11,10,16,10,,0.00,,,187
1967-2-1,75,70,64,60,59,57,84,72,52,29.95,29.92,29.86,15,11,10,17,14,,0.00,,,191
1967-2-2,66,56,46,62,39,30,84,57,32,30.28,30.19,29.99,15,12,10,21,14,,0.00,0,,5
1967-2-3,57,46,35,34,31,30,85,60,37,30.32,30.26,30.18,15,12,10,10,7,,0.00,0,,30
1967-2-4,70,60,50,39,36,33,59,44,30,30.20,30.14,30.09,15,11,10,12,6,,0.00,0,,184
1967-2-5,70,58,46,57,48,40,83,71,63,30.06,29.87,29.69,15,11,8,16,6,,0.00,0,,195
1967-2-6,60,45,30,58,28,17,93,66,41,30.20,30.03,29.77,15,11,6,30,20,,0.30,0,Fog-Rain,359
1967-2-7,46,36,25,27,20,16,72,54,40,30.27,30.19,30.12,15,15,15,16,9,,0.00,0,,122
1967-2-8,51,44,36,27,24,23,70,51,36,30.48,30.40,30.32,15,15,15,12,6,,0.00,0,,43
1967-2-9,57,46,34,30,27,23,65,51,32,30.39,30.14,29.90,15,14,10,21,9,,0.00,0,,216
1967-2-10,66,52,39,41,37,33,93,60,28,29.92,29.80,29.69,15,12,4,12,8,,0.00,0,,181
1967-2-11,64,54,42,52,39,29,100,70,26,30.23,29.87,29.69,15,9,0,29,13,,0.00,0,Fog-Rain,270
1967-2-12,57,45,33,35,27,21,85,54,24,30.39,30.33,30.29,15,15,15,21,14,,0.00,0,,355
1967-2-13,66,52,39,32,26,23,65,42,20,30.40,30.32,30.23,15,14,10,14,4,,0.00,0,,210
1967-2-14,71,56,42,49,42,35,85,62,38,30.25,30.13,30.00,15,15,15,23,11,,0.00,0,,189
1967-2-15,75,64,53,53,51,43,96,72,44,30.01,29.98,29.92,15,12,7,21,15,,0.00,0,,200
1967-2-16,54,50,46,33,27,22,50,42,34,30.05,30.01,29.95,15,11,10,20,15,,0.00,,,26
1967-2-17,52,48,44,37,35,31,73,62,50,30.09,30.03,29.98,10,10,8,14,10,,0.00,,,36
1967-2-18,66,50,33,36,33,28,96,59,24,30.13,30.07,29.98,10,9,5,12,6,,0.00,,,161
1967-2-19,63,58,53,59,54,43,100,89,64,30.00,29.96,29.91,10,4,0,10,8,,0.00,,Fog-Rain,170
1967-2-20,59,52,44,58,39,23,100,68,35,30.32,30.14,29.95,15,9,0,23,10,,0.00,0,Fog,2
1967-2-21,54,44,35,29,23,18,64,41,25,30.36,30.24,30.07,15,15,15,16,9,,0.00,0,,68
1967-2-22,62,50,39,33,25,19,51,38,23,30.25,30.09,29.98,15,14,10,29,10,,0.00,0,,344
1967-2-23,68,50,32,23,21,18,69,36,17,30.25,30.16,30.07,15,15,15,23,9,,0.00,0,,251
1967-2-24,54,45,36,19,9,5,32,24,16,30.51,30.42,30.26,15,15,15,23,19,,0.00,0,,35
1967-2-25,53,46,39,22,13,10,32,27,21,30.60,30.52,30.44,15,13,8,13,10,,0.00,,,112
1967-2-26,66,58,50,52,44,35,68,61,52,30.41,30.24,30.10,10,10,10,20,10,,0.00,,,171
1967-2-27,63,59,51,59,52,43,93,79,67,30.23,30.11,30.03,10,7,3,21,11,,0.02,,Fog-Rain,129
1967-2-28,68,56,44,29,26,21,51,33,17,30.39,30.30,30.24,15,14,10,16,10,,0.00,,,2
1967-3-1,73,57,41,30,26,22,65,35,15,30.28,30.21,30.12,15,15,15,15,5,,0.00,0,,243
1967-3-2,77,60,43,52,43,33,68,54,37,30.16,30.03,29.90,15,12,10,21,10,,0.00,0,,200
1967-3-3,84,72,60,59,56,53,81,64,37,29.96,29.90,29.82,15,13,8,21,14,,0.00,0,,204
1967-3-4,78,72,66,61,60,58,81,68,52,29.91,29.85,29.76,15,10,8,18,12,,0.00,,,181
1967-3-5,81,74,68,63,62,61,81,70,50,29.79,29.65,29.52,15,12,4,24,16,,0.00,,Fog,183
1967-3-6,55,48,41,44,34,27,82,60,34,30.09,29.95,29.70,15,12,5,30,21,,0.00,0,Fog-Rain,355
1967-3-7,64,50,36,34,29,25,76,50,24,30.17,30.07,29.97,15,13,10,15,5,,0.00,0,,198
1967-3-8,52,42,32,33,24,13,55,45,35,30.31,30.21,30.12,15,12,10,17,9,,0.00,,,45
1967-3-9,73,58,44,51,41,29,71,56,40,30.16,30.10,30.01,15,12,10,15,6,,0.00,0,,164
1967-3-10,84,72,59,61,59,54,90,69,43,30.13,30.07,30.01,15,12,7,17,11,,0.00,0,,194
1967-3-11,90,78,66,63,59,52,84,62,27,30.13,30.07,30.01,15,12,10,20,14,,0.00,0,,192
1967-3-12,89,76,64,62,59,57,84,64,35,30.08,30.00,29.89,15,12,10,18,11,,0.00,0,,194
1967-3-13,91,76,61,60,58,56,87,62,30,29.95,29.90,29.83,15,13,9,21,15,,0.00,0,,185
1967-3-14,90,79,68,63,59,53,81,60,28,29.95,29.90,29.84,15,14,9,28,16,,0.00,,,191
1967-3-15,72,69,60,64,46,27,90,51,23,30.38,30.19,29.99,15,10,6,23,15,,0.00,0,Fog,15
1967-3-16,72,60,48,36,32,27,50,37,25,30.48,30.38,30.26,15,12,8,18,14,,0.00,0,,46
1967-3-17,77,65,53,50,44,37,86,51,29,30.25,30.19,30.10,10,8,4,14,2,,0.00,0,,148
1967-3-18,73,65,57,51,44,40,65,49,29,30.31,30.22,30.17,10,9,7,14,10,,0.00,,,144
1967-3-19,72,64,57,62,57,50,90,77,64,30.22,30.13,30.04,10,7,1,21,13,,0.03,,Fog-Rain,160
1967-3-20,77,68,60,63,60,55,90,77,62,30.10,30.06,30.02,15,11,10,23,13,,0.07,0,,148
1967-3-21,79,70,62,61,57,53,96,70,40,30.23,30.15,30.08,15,9,0,12,5,,0.00,,Fog,105
1967-3-22,71,63,55,60,57,54,93,77,63,30.24,30.18,30.14,10,9,5,13,6,,0.00,0,Fog,158
1967-3-23,73,64,55,55,53,50,83,69,48,30.26,30.19,30.12,15,9,4,10,5,,0.00,,Fog,166
1967-3-24,73,66,59,61,58,54,90,79,57,30.15,30.07,29.99,10,8,3,14,6,,0.05,,Fog-Rain,166
1967-3-25,79,71,63,63,61,60,90,77,54,29.99,29.89,29.77,15,9,5,13,9,,0.00,,Fog-Rain,195
1967-3-26,80,71,62,58,54,47,80,62,31,29.99,29.90,29.79,15,14,10,15,10,,0.02,0,Rain-Thunderstorm,310
1967-3-27,82,66,51,51,49,43,86,55,24,30.06,29.99,29.91,15,14,10,9,5,,0.00,0,,195
1967-3-28,95,78,61,60,54,49,81,50,22,30.01,29.95,29.89,15,14,10,13,7,,0.00,0,,186
1967-3-29,88,76,63,62,58,50,90,62,30,29.97,29.91,29.83,15,12,5,17,9,,0.00,0,Fog,179
1967-3-30,82,74,66,59,58,55,76,62,38,29.88,29.82,29.75,15,12,10,21,15,,0.00,,,167
1967-3-31,80,74,68,63,61,58,81,65,48,30.03,29.95,29.88,15,14,10,21,16,,0.00,,,168
1967-4-1,79,74,69,65,62,58,87,70,50,30.13,30.08,30.04,15,12,7,17,12,,0.00,,Rain,160
1967-4-2,81,74,66,62,59,54,87,64,39,30.15,30.10,30.05,15,13,10,17,12,,0.00,,,174
1967-4-3,82,72,63,62,57,52,87,62,34,30.20,30.14,30.08,15,12,6,10,7,,0.00,0,Fog,174
1967-4-4,82,73,64,61,57,53,84,62,38,30.18,30.12,30.03,15,13,8,14,9,,0.00,,,191
1967-4-5,87,76,66,60,59,56,81,60,37,30.12,30.02,29.92,15,12,10,18,13,,0.00,,,194
1967-4-6,89,78,68,61,60,57,76,58,37,30.09,30.02,29.95,15,12,8,15,11,,0.00,0,,192
1967-4-7,86,78,70,63,59,54,73,57,34,30.08,30.00,29.91,15,12,9,14,9,,0.00,,,179
1967-4-8,87,74,60,61,58,56,86,62,37,30.03,29.95,29.84,15,12,9,18,9,,0.00,0,,182
1967-4-9,86,78,70,65,62,61,76,62,43,29.96,29.92,29.87,15,12,10,16,11,,0.00,0,,180
1967-4-10,87,79,71,65,63,60,78,61,40,30.02,29.96,29.87,15,15,15,15,11,,0.00,,,0
1967-4-11,82,76,69,68,65,63,87,74,53,30.01,29.90,29.77,15,9,4,16,10,,0.03,,Fog-Rain-Thunderstorm,134
1967-4-12,81,76,70,66,64,63,78,69,56,29.81,29.70,29.60,15,11,8,21,15,,0.00,,,177
1967-4-13,75,65,55,67,52,44,84,63,33,29.83,29.74,29.65,15,12,8,23,11,,0.22,0,Rain-Thunderstorm,140
1967-4-14,84,68,53,65,55,46,83,63,45,30.00,29.94,29.89,15,14,10,8,4,,0.00,0,,229
1967-4-15,88,79,70,67,65,61,87,68,41,30.02,29.95,29.85,15,10,4,13,6,,0.00,0,Fog,176
1967-4-16,82,77,72,69,67,66,84,72,58,29.88,29.84,29.78,10,9,7,17,12,,0.00,,,181
1967-4-17,80,76,66,67,65,59,84,73,64,30.13,29.95,29.88,10,9,7,23,9,,0.04,,Rain-Thunderstorm,213
1967-4-18,82,72,63,65,62,59,87,72,56,30.09,30.02,29.97,15,12,8,17,11,,0.00,,,68
1967-4-19,86,78,69,66,63,60,84,63,43,29.99,29.92,29.82,15,12,8,15,10,,0.00,,,164
1967-4-20,90,80,71,65,64,61,81,62,40,29.88,29.81,29.71,15,12,9,20,13,,0.00,0,,178
1967-4-21,84,78,71,67,65,63,81,65,51,29.79,29.76,29.72,15,11,10,20,14,,0.00,,,187
1967-4-22,84,78,73,69,67,65,81,69,55,29.88,29.83,29.74,10,8,7,17,8,,0.00,,,163
1967-4-23,82,78,73,69,67,66,81,73,58,29.90,29.84,29.78,15,12,9,13,9,,0.00,,,145
