
TimeCST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,64.9,60.1,84,29.97,10.0,South,10.4,18.4,N/A,,Overcast,170,2014-01-10 06:51:00
1:51 AM,64.9,60.1,84,29.96,10.0,Variable,5.8,-,N/A,,Overcast,0,2014-01-10 07:51:00
2:51 AM,64.9,60.1,84,29.93,10.0,South,8.1,-,N/A,,Overcast,180,2014-01-10 08:51:00
3:36 AM,64.9,60.1,84,29.93,9.0,South,9.2,19.6,N/A,,Overcast,170,2014-01-10 09:36:00
3:51 AM,64.9,60.1,84,29.91,10.0,South,9.2,-,N/A,,Overcast,170,2014-01-10 09:51:00
4:02 AM,64.0,60.1,87,29.93,4.0,South,9.2,-,0.00,Rain,Light Rain,170,2014-01-10 10:02:00
4:51 AM,64.0,61.0,90,29.89,10.0,Variable,6.9,17.3,0.00,,Overcast,0,2014-01-10 10:51:00
5:51 AM,64.0,61.0,90,29.89,10.0,South,8.1,-,0.01,,Overcast,180,2014-01-10 11:51:00
6:20 AM,64.0,61.0,90,29.90,2.0,Variable,5.8,-,0.01,Rain,Light Rain,0,2014-01-10 12:20:00
6:51 AM,64.0,61.0,90,29.90,7.0,South,5.8,-,0.02,,Overcast,180,2014-01-10 12:51:00
7:51 AM,64.0,61.0,90,29.91,6.0,Variable,6.9,-,0.01,Rain,Light Rain,0,2014-01-10 13:51:00
8:02 AM,64.0,61.0,90,29.93,2.5,SSW,9.2,19.6,0.00,Rain,Light Rain,210,2014-01-10 14:02:00
8:14 AM,64.0,61.0,90,29.93,4.0,South,9.2,-,0.00,Rain,Light Rain,190,2014-01-10 14:14:00
8:30 AM,64.0,61.0,90,29.94,10.0,South,5.8,-,0.00,,Overcast,190,2014-01-10 14:30:00
8:38 AM,64.0,61.0,90,29.94,7.0,Variable,4.6,-,0.00,Rain,Light Rain,0,2014-01-10 14:38:00
8:46 AM,64.4,60.8,88,29.94,1.8,Variable,4.6,-,0.01,Rain,Light Rain,0,2014-01-10 14:46:00
8:51 AM,64.0,61.0,90,29.93,1.2,South,8.1,-,0.02,Rain,Light Rain,190,2014-01-10 14:51:00
8:58 AM,64.0,62.1,93,29.94,3.0,Variable,4.6,-,0.00,Rain,Light Rain,0,2014-01-10 14:58:00
9:13 AM,64.9,62.1,90,29.94,8.0,Variable,4.6,-,0.00,,Overcast,0,2014-01-10 15:13:00
