Date,Weight,Body Fat,Lean Mass,Fat Pounds,Sleep Minutes,Sleep Time,Went to Bed At,Fell Asleep At,Steps,Calories Burned,Sedentary Minutes,Lightly Active Minutes,Fairly Active Minutes,Very Active Minutes
8/15/2015,0,0,0.0,0.0,530,8h 50m,01:16:00,01:20:00,10990,1967,620,198,14,49
8/16/2015,0,0,0.0,0.0,468,7h 48m,00:58:00,01:05:00,6964,1736,706,197,15,12
8/17/2015,114.4,21.2,90.1,24.3,412,6h 52m,00:52:00,01:49:00,5812,1709,740,228,0,0
8/18/2015,113,21.2,89.0,24.0,412,6h 52m,00:34:00,01:15:00,20307,2337,634,177,16,137
8/19/2015,112.6,21.1,88.8,23.8,468,7h 48m,00:45:00,00:59:00,5198,1606,764,144,2,10
8/20/2015,0,0,0.0,0.0,827,13h 47m,00:14:00,01:09:00,5383,1575,347,89,7,36
8/21/2015,113.3,20.8,89.7,23.6,459,7h 39m,00:24:00,01:42:00,22025,2432,539,216,26,138
8/22/2015,0,0,0.0,0.0,483,8h 3m,01:04:00,01:26:00,24873,2521,471,168,51,172
8/23/2015,111.7,20.8,88.5,23.2,387,6h 27m,00:08:00,01:26:00,4646,1637,770,199,8,0
8/24/2015,112.9,20.7,89.5,23.4,427,7h 7m,01:11:00,01:55:00,8385,1808,722,213,9,23
8/25/2015,114.4,20.6,90.8,23.6,453,7h 33m,01:00:00,01:36:00,8954,1821,722,168,11,34
8/26/2015,115.4,20.6,91.6,23.8,488,8h 8m,00:47:00,01:29:00,9235,1841,679,168,14,40
8/27/2015,115.4,0,115.4,0.0,484,8h 4m,00:35:00,01:21:00,9992,1902,633,229,8,40
8/28/2015,114.6,20.7,90.9,23.7,432,7h 12m,01:26:00,01:29:00,8994,1878,672,281,9,6
8/29/2015,113.6,20.8,90.0,23.6,421,7h 1m,01:31:00,01:47:00,17723,2237,642,217,49,83
8/30/2015,0,0,0.0,0.0,0,0h 0m,"","",14667,2118,1111,236,41,52
8/31/2015,0,0,0.0,0.0,572,9h 32m,00:06:00,00:08:00,14608,2131,516,229,23,76
9/1/2015,0,0,0.0,0.0,478,7h 58m,00:51:00,01:33:00,17156,2224,566,234,30,66
9/2/2015,0,0,0.0,0.0,513,8h 33m,00:47:00,01:31:00,15548,2133,569,188,66,63
9/3/2015,0,0,0.0,0.0,394,6h 34m,02:38:00,02:51:00,11675,1996,687,266,31,22
9/4/2015,0,0,0.0,0.0,342,5h 42m,02:40:00,02:49:00,36905,3221,352,391,147,163
9/5/2015,0,0,0.0,0.0,444,7h 24m,01:32:00,01:38:00,28493,2784,418,292,95,137
9/6/2015,0,0,0.0,0.0,483,8h 3m,01:39:00,02:20:00,27865,2759,370,310,126,112
9/7/2015,0,0,0.0,0.0,474,7h 54m,01:44:00,01:48:00,7728,1806,647,250,30,1
9/8/2015,113.5,20.2,90.6,22.9,429,7h 9m,02:05:00,02:25:00,7371,1817,707,273,7,4
9/9/2015,0,0,0.0,0.0,533,8h 53m,00:51:00,00:57:00,5613,1650,710,164,6,6
9/10/2015,116,20,92.8,23.2,455,7h 35m,01:11:00,01:26:00,7210,1727,761,153,7,25
9/11/2015,114.3,19.9,91.6,22.7,473,7h 53m,01:17:00,01:40:00,5093,1598,757,146,5,9
9/12/2015,113.6,20.4,90.4,23.2,502,8h 22m,01:05:00,01:44:00,9952,1872,607,219,22,35
9/13/2015,0,0,0.0,0.0,452,7h 32m,01:11:00,02:10:00,11424,1938,678,180,8,45
9/14/2015,112.7,20.6,89.5,23.2,444,7h 24m,00:53:00,01:31:00,8398,1800,691,210,12,15
9/15/2015,113,20.5,89.8,23.2,481,8h 1m,00:57:00,01:19:00,12695,1987,697,154,4,56
9/16/2015,113,20.5,89.8,23.2,450,7h 30m,01:13:00,01:51:00,8006,1739,763,158,8,19
9/17/2015,113,20.6,89.7,23.3,439,7h 19m,00:37:00,01:26:00,12868,2047,669,235,4,44
9/18/2015,112.3,20.5,89.3,23.0,454,7h 34m,00:50:00,01:58:00,5780,1692,708,205,1,8
9/19/2015,0,0,0.0,0.0,537,8h 57m,01:59:00,02:12:00,3177,1556,685,179,0,0
9/20/2015,0,0,0.0,0.0,586,9h 46m,01:07:00,01:57:00,5828,1604,606,114,10,26
9/21/2015,0,0,0.0,0.0,451,7h 31m,02:06:00,02:37:00,7502,1761,688,185,15,33
9/22/2015,0,0,0.0,0.0,469,7h 49m,01:22:00,02:04:00,6058,1647,759,118,16,31
9/23/2015,112.1,20.4,89.2,22.9,402,6h 42m,01:11:00,01:46:00,12610,2051,678,216,10,61
9/24/2015,110.7,20.5,88.0,22.7,578,9h 38m,00:41:00,00:59:00,8004,1807,377,218,19,21
9/25/2015,0,0,0.0,0.0,354,5h 54m,00:46:00,01:39:00,10813,1907,733,224,30,27
9/26/2015,0,0,0.0,0.0,536,8h 56m,01:49:00,02:05:00,10235,1896,639,180,1,51
9/27/2015,113.2,21.2,89.2,24.0,507,8h 27m,00:54:00,01:28:00,12851,1975,630,167,28,69
9/28/2015,113.6,21.5,89.2,24.4,468,7h 48m,00:44:00,00:59:00,7433,1784,664,238,8,9
9/29/2015,112.4,21.3,88.5,23.9,445,7h 25m,00:54:00,02:05:00,10860,1895,749,129,6,55
9/30/2015,0,0,0.0,0.0,468,7h 48m,00:54:00,01:39:00,4844,1629,721,180,0,0
10/1/2015,111.8,21.5,87.8,24.0,437,7h 17m,01:09:00,01:56:00,13051,2063,662,230,7,55
10/2/2015,0,0,0.0,0.0,471,7h 51m,00:46:00,01:25:00,8421,1770,694,198,6,23
10/3/2015,0,0,0.0,0.0,487,8h 7m,01:01:00,01:36:00,14192,2073,634,173,12,81
10/4/2015,0,0,0.0,0.0,459,7h 39m,01:17:00,01:30:00,10034,1897,606,229,13,40
10/5/2015,0,0,0.0,0.0,462,7h 42m,01:05:00,01:43:00,12493,2000,700,163,12,61
10/6/2015,0,0,0.0,0.0,408,6h 48m,00:52:00,02:01:00,8054,1798,694,246,4,8
10/7/2015,0,0,0.0,0.0,422,7h 2m,00:50:00,01:31:00,11842,1935,694,177,4,64
10/8/2015,0,0,0.0,0.0,478,7h 58m,00:42:00,01:14:00,13793,2032,684,150,8,74
10/9/2015,113.6,20.7,90.1,23.5,425,7h 5m,00:23:00,01:47:00,7452,1754,622,196,10,18
10/10/2015,0,0,0.0,0.0,383,6h 23m,22:39:00,00:19:00,12575,2065,651,242,11,51
10/11/2015,0,0,0.0,0.0,391,6h 31m,21:55:00,22:59:00,9209,1833,734,202,19,30
10/12/2015,0,0,0.0,0.0,491,8h 11m,22:26:00,22:42:00,14366,2122,576,206,8,65
10/13/2015,113,20.7,89.6,23.4,467,7h 47m,21:37:00,22:05:00,5870,1690,818,160,4,19
10/14/2015,0,0,0.0,0.0,372,6h 12m,22:43:00,00:08:00,7134,1739,775,187,5,15
10/15/2015,112.2,20.4,89.3,22.9,449,7h 29m,22:23:00,23:09:00,13491,2067,625,219,1,46
10/16/2015,0,0,0.0,0.0,426,7h 6m,21:59:00,22:41:00,15511,2128,761,242,32,45
10/17/2015,0,0,0.0,0.0,360,6h 0m,02:30:00,02:54:00,9891,1866,635,196,12,51
10/18/2015,0,0,0.0,0.0,466,7h 46m,21:39:00,21:48:00,11321,1922,691,200,8,59
10/19/2015,0,0,0.0,0.0,373,6h 13m,22:18:00,23:54:00,6370,1691,702,188,2,9
10/20/2015,112.6,20.4,89.6,23.0,407,6h 47m,21:01:00,22:06:00,10928,1911,733,153,4,51
10/21/2015,112.8,20.3,89.9,22.9,527,8h 47m,20:45:00,22:01:00,5543,1650,778,184,0,0
10/22/2015,0,0,0.0,0.0,421,7h 1m,22:25:00,22:44:00,9036,1844,666,210,3,28
10/23/2015,0,0,0.0,0.0,472,7h 52m,21:07:00,21:48:00,4920,1560,695,120,3,12
10/24/2015,0,0,0.0,0.0,458,7h 38m,19:58:00,20:11:00,8314,1814,1006,149,2,40
10/25/2015,0,0,0.0,0.0,0,0h 0m,"","",8555,1796,949,206,9,28
10/26/2015,113.9,20.2,90.9,23.0,487,8h 7m,19:52:00,20:05:00,6830,1679,711,161,5,18
10/27/2015,113.3,20.4,90.2,23.1,507,8h 27m,19:55:00,20:08:00,10857,1889,751,144,9,48
10/28/2015,0,0,0.0,0.0,520,8h 40m,21:00:00,21:12:00,5624,1617,716,155,2,6
10/29/2015,0,0,0.0,0.0,461,7h 41m,20:39:00,21:01:00,7451,1759,683,204,12,17
10/30/2015,0,0,0.0,0.0,456,7h 36m,20:16:00,21:30:00,6351,1705,726,233,0,0
10/31/2015,0,0,0.0,0.0,366,6h 6m,20:54:00,21:49:00,14469,2118,843,260,45,46
11/1/2015,0,0,0.0,0.0,0,0h 0m,"","",19108,2291,673,180,67,83
11/2/2015,0,0,0.0,0.0,493,8h 13m,16:43:00,16:50:00,20825,2410,507,298,67,68
11/3/2015,0,0,0.0,0.0,462,7h 42m,16:59:00,17:01:00,15921,2197,542,330,30,35
11/4/2015,0,0,0.0,0.0,489,8h 9m,16:37:00,17:31:00,25923,2656,443,279,79,122
11/5/2015,0,0,0.0,0.0,473,7h 53m,16:39:00,16:41:00,24670,2589,426,349,58,78
11/6/2015,0,0,0.0,0.0,484,8h 4m,16:17:00,16:44:00,25280,2640,422,316,89,104
11/7/2015,0,0,0.0,0.0,481,8h 1m,16:34:00,16:36:00,24333,2580,456,300,70,100
11/8/2015,0,0,0.0,0.0,498,8h 18m,16:47:00,17:03:00,32049,2878,378,186,140,174
11/9/2015,0,0,0.0,0.0,477,7h 57m,17:13:00,17:23:00,24961,2592,832,264,109,102
11/10/2015,0,0,0.0,0.0,0,0h 0m,"","",12336,1878,1218,113,63,46
11/11/2015,0,0,0.0,0.0,0,0h 0m,"","",0,1221,1440,0,0,0
11/12/2015,0,0,0.0,0.0,0,0h 0m,"","",157,1233,1437,3,0,0
11/13/2015,114.8,20.7,91.0,23.8,0,0h 0m,"","",0,1222,1440,0,0,0
11/14/2015,0,0,0.0,0.0,0,0h 0m,"","",0,1221,1440,0,0,0
11/15/2015,0,0,0.0,0.0,0,0h 0m,"","",0,1221,1440,0,0,0
11/16/2015,114.5,20.5,91.0,23.5,0,0h 0m,"","",0,1221,1440,0,0,0
11/17/2015,0,0,0.0,0.0,0,0h 0m,"","",0,1222,1440,0,0,0
11/18/2015,115.4,20.7,91.5,23.9,0,0h 0m,"","",0,1225,1440,0,0,0
11/19/2015,0,0,0.0,0.0,0,0h 0m,"","",614,1280,1300,29,0,0
11/20/2015,115.8,21,91.5,24.3,507,8h 27m,22:09:00,22:44:00,11771,1947,718,148,16,52
11/21/2015,0,0,0.0,0.0,526,8h 46m,22:40:00,22:40:00,27047,2665,455,208,44,171
11/22/2015,116.4,19.5,93.7,22.7,467,7h 47m,22:24:00,22:51:00,11409,1973,612,237,7,45
11/23/2015,116.8,20.2,93.2,23.6,453,7h 33m,22:12:00,22:55:00,10626,1904,753,134,2,42
11/24/2015,0,0,0.0,0.0,481,8h 1m,22:06:00,22:33:00,6960,1728,686,178,5,15
11/25/2015,116.8,20.6,92.7,24.1,464,7h 44m,21:37:00,22:26:00,7797,1782,754,194,4,20
11/26/2015,0,0,0.0,0.0,442,7h 22m,22:26:00,23:11:00,10089,1951,724,208,2,38
11/27/2015,0,0,0.0,0.0,474,7h 54m,23:09:00,23:41:00,5682,1711,676,218,5,14
11/28/2015,0,0,0.0,0.0,15,0h 15m,23:58:00,"",11711,2031,1070,203,5,55
11/29/2015,0,0,0.0,0.0,526,8h 46m,22:34:00,22:57:00,5054,1646,704,193,10,0
11/30/2015,116.3,21,91.9,24.4,434,7h 14m,23:14:00,23:32:00,14235,2090,735,143,6,64
12/1/2015,115.9,21.1,91.4,24.5,407,6h 47m,22:58:00,23:35:00,10493,1873,763,172,1,44
12/2/2015,115,22.1,89.6,25.4,422,7h 2m,22:49:00,23:13:00,2929,1467,906,101,0,0
12/3/2015,0,0,0.0,0.0,430,7h 10m,23:16:00,23:52:00,7119,1728,700,208,0,0
12/4/2015,0,0,0.0,0.0,432,7h 12m,22:33:00,23:03:00,15145,2114,789,136,4,78
12/5/2015,0,0,0.0,0.0,443,7h 23m,23:07:00,23:26:00,23422,2472,609,194,99,117
12/6/2015,0,0,0.0,0.0,405,6h 45m,01:42:00,01:51:00,15750,2167,706,178,11,85
12/7/2015,0,0,0.0,0.0,372,6h 12m,23:44:00,01:26:00,8664,1756,759,133,7,48
12/8/2015,114.2,21.1,90.1,24.1,474,7h 54m,22:41:00,23:02:00,9489,1848,688,211,4,35
12/9/2015,0,0,0.0,0.0,401,6h 41m,22:52:00,23:20:00,11652,1970,809,138,2,47
12/10/2015,115.8,20.2,92.4,23.4,925,15h 25m,22:42:00,23:50:00,3522,1536,0,135,0,0
12/11/2015,117.7,20.4,93.7,24.0,425,7h 5m,23:33:00,00:01:00,17886,2243,659,173,43,99
12/12/2015,0,0,0.0,0.0,763,12h 43m,23:44:00,00:07:00,11541,2021,139,247,4,35
12/13/2015,0,0,0.0,0.0,500,8h 20m,22:50:00,23:13:00,13171,2043,584,230,16,62
12/14/2015,0,0,0.0,0.0,429,7h 9m,22:59:00,00:14:00,6669,1736,696,217,7,0
12/15/2015,0,0,0.0,0.0,492,8h 12m,22:32:00,23:06:00,9567,1809,718,129,6,65
12/16/2015,0,0,0.0,0.0,513,8h 33m,22:40:00,23:26:00,9719,1847,620,149,6,61
12/17/2015,116,20.9,91.8,24.2,473,7h 53m,22:24:00,22:43:00,9112,1850,776,197,10,32
12/18/2015,0,0,0.0,0.0,368,6h 8m,01:04:00,01:43:00,9388,1918,754,273,5,21
12/19/2015,0,0,0.0,0.0,0,0h 0m,"","",13740,2091,1111,236,32,61
12/20/2015,0,0,0.0,0.0,447,7h 27m,01:25:00,01:27:00,12582,2036,661,225,6,75
12/21/2015,0,0,0.0,0.0,435,7h 15m,23:56:00,00:17:00,17300,2226,661,143,16,116
12/22/2015,0,0,0.0,0.0,532,8h 52m,23:29:00,23:41:00,17594,2255,525,259,20,98
12/23/2015,0,0,0.0,0.0,486,8h 6m,23:56:00,00:09:00,12547,2056,562,279,11,58
12/24/2015,0,0,0.0,0.0,493,8h 13m,23:44:00,00:16:00,13173,2103,594,259,9,45
12/25/2015,0,0,0.0,0.0,458,7h 38m,01:20:00,01:26:00,5809,1740,704,242,2,11
12/26/2015,0,0,0.0,0.0,461,7h 41m,00:42:00,01:00:00,10951,1971,691,188,14,43
12/27/2015,0,0,0.0,0.0,472,7h 52m,00:07:00,01:03:00,4581,1615,682,196,0,0
12/28/2015,116,21,91.6,24.4,433,7h 13m,23:24:00,00:09:00,7153,1703,796,135,3,21
12/29/2015,114.8,21.3,90.3,24.5,584,9h 44m,23:17:00,01:04:00,7564,1675,556,89,9,46
12/30/2015,114.8,21.5,90.1,24.7,380,6h 20m,22:59:00,23:47:00,3850,1552,853,154,0,0
12/31/2015,114.8,21.5,90.1,24.7,441,7h 21m,23:27:00,00:29:00,6896,1706,771,169,8,23
1/1/2016,0,0,0.0,0.0,549,9h 9m,01:30:00,01:42:00,4811,1641,685,155,2,13
1/2/2016,0,0,0.0,0.0,511,8h 31m,01:41:00,02:32:00,6898,1717,632,178,2,14
1/3/2016,0,0,0.0,0.0,743,12h 23m,23:55:00,01:16:00,5054,1601,448,128,7,13
1/4/2016,115.8,21.5,90.9,24.9,387,6h 27m,00:01:00,01:19:00,9311,1849,729,186,1,38
1/5/2016,115.8,21.7,90.7,25.1,402,6h 42m,23:32:00,00:21:00,7101,1785,737,218,1,14
1/6/2016,114.5,21.7,89.7,24.8,480,8h 0m,23:28:00,23:50:00,7014,1730,756,149,2,23
1/7/2016,115,21.6,90.2,24.8,445,7h 25m,23:19:00,23:47:00,7249,1757,729,187,10,13
1/8/2016,0,0,0.0,0.0,455,7h 35m,22:55:00,23:51:00,12179,2034,672,231,13,44
1/9/2016,116.8,21.8,91.3,25.5,614,10h 14m,23:25:00,23:40:00,20389,2349,429,166,25,137
1/10/2016,118.6,22.1,92.4,26.2,543,9h 3m,22:46:00,23:54:00,9391,1886,568,190,15,33
1/11/2016,117.3,21.5,92.1,25.2,464,7h 44m,22:51:00,23:28:00,7664,1768,780,190,7,11
1/12/2016,119.2,21.4,93.7,25.5,404,6h 44m,23:43:00,00:01:00,8162,1822,742,169,7,27
1/13/2016,0,0,0.0,0.0,489,8h 9m,22:44:00,23:26:00,8063,1788,777,163,9,25
1/14/2016,0,0,0.0,0.0,554,9h 14m,00:21:00,00:34:00,7391,1797,534,205,6,27
1/15/2016,115,21.7,90.0,25.0,589,9h 49m,22:45:00,23:11:00,13187,2056,592,222,16,55
1/16/2016,0,0,0.0,0.0,384,6h 24m,02:56:00,03:26:00,15583,2159,620,226,25,85
1/17/2016,0,0,0.0,0.0,737,12h 17m,23:02:00,23:20:00,14432,2048,406,147,7,85
1/18/2016,0,0,0.0,0.0,465,7h 45m,23:08:00,23:36:00,13600,2036,737,151,18,58
1/19/2016,0,0,0.0,0.0,516,8h 36m,23:30:00,23:41:00,8244,1776,602,196,3,21
1/20/2016,0,0,0.0,0.0,468,7h 48m,22:44:00,22:57:00,4844,1601,767,156,0,0
1/21/2016,0,0,0.0,0.0,462,7h 42m,22:29:00,23:22:00,8207,1800,686,247,3,9
1/22/2016,0,0,0.0,0.0,466,7h 46m,22:48:00,23:08:00,10397,1902,621,261,24,14
1/23/2016,0,0,0.0,0.0,477,7h 57m,22:30:00,23:56:00,33853,2960,399,249,38,199
1/24/2016,0,0,0.0,0.0,599,9h 59m,22:30:00,23:09:00,9168,1811,555,166,29,22
1/25/2016,0,0,0.0,0.0,503,8h 23m,22:37:00,23:07:00,6675,1713,676,217,3,6
1/26/2016,0,0,0.0,0.0,502,8h 22m,22:47:00,23:24:00,11928,1953,665,145,15,49
1/27/2016,0,0,0.0,0.0,432,7h 12m,22:22:00,23:01:00,6824,1730,773,209,2,6
1/28/2016,113.7,20.6,90.3,23.4,463,7h 43m,23:00:00,23:40:00,16261,2250,604,257,13,65
1/29/2016,116.9,20.9,92.5,24.4,544,9h 4m,23:03:00,23:24:00,10631,1901,638,187,12,27
1/30/2016,114.2,20.7,90.6,23.6,504,8h 24m,23:12:00,00:17:00,10302,1768,741,85,4,66
1/31/2016,0,0,0.0,0.0,0,0h 0m,"","",13030,1984,1183,95,5,76
2/1/2016,116.2,20.4,92.5,23.7,452,7h 32m,22:39:00,23:26:00,9863,1895,716,186,9,37
2/2/2016,0,0,0.0,0.0,459,7h 39m,22:49:00,23:25:00,12768,2065,713,207,4,41
2/3/2016,0,0,0.0,0.0,435,7h 15m,23:14:00,23:52:00,7589,1766,751,170,3,14
2/4/2016,0,0,0.0,0.0,412,6h 52m,22:56:00,23:40:00,11209,1958,687,216,9,33
2/5/2016,116.2,20.1,92.8,23.4,443,7h 23m,22:26:00,22:47:00,14197,2136,720,207,5,50
2/6/2016,118.7,19.2,95.9,22.8,452,7h 32m,23:14:00,23:56:00,17308,2276,587,230,22,93
2/7/2016,0,0,0.0,0.0,453,7h 33m,23:24:00,23:59:00,9338,1881,727,182,7,26
2/8/2016,0,0,0.0,0.0,446,7h 26m,23:18:00,23:46:00,17287,2251,688,153,3,87
2/9/2016,0,0,0.0,0.0,466,7h 46m,22:45:00,23:22:00,5085,1696,753,201,5,8
2/10/2016,118.5,18.9,96.1,22.4,492,8h 12m,23:16:00,23:36:00,7983,1772,701,168,11,22
2/11/2016,0,0,0.0,0.0,449,7h 29m,23:04:00,23:29:00,13548,2153,649,246,4,47
2/12/2016,116,19.8,93.0,23.0,439,7h 19m,23:04:00,23:51:00,11026,1945,734,187,14,35
2/13/2016,115.6,20.5,91.9,23.7,437,7h 17m,23:32:00,01:05:00,20885,2428,489,223,21,148
2/14/2016,0,0,0.0,0.0,512,8h 32m,22:54:00,23:15:00,9952,1876,657,196,13,42
2/15/2016,115.5,20.2,92.2,23.3,375,6h 15m,23:16:00,01:00:00,16339,2218,725,131,17,85
2/16/2016,0,0,0.0,0.0,497,8h 17m,23:00:30,23:12:30,14554,2057,680,124,11,80
2/17/2016,115.8,20.3,92.3,23.5,424,7h 4m,22:51:00,23:29:00,5518,1653,825,168,0,0
2/18/2016,115.8,20.4,92.2,23.6,389,6h 29m,23:18:00,23:41:00,15340,2211,673,260,6,61
2/19/2016,0,0,0.0,0.0,392,6h 32m,23:09:00,23:45:00,14915,2081,734,182,10,76
2/20/2016,0,0,0.0,0.0,590,9h 50m,23:05:00,23:52:00,7428,1782,552,220,6,21
2/21/2016,0,0,0.0,0.0,547,9h 7m,23:18:00,23:35:00,11220,1912,621,160,5,62
2/22/2016,115.1,20.4,91.6,23.5,430,7h 10m,23:23:00,00:13:00,9983,1960,651,256,8,23
2/23/2016,115.1,20.3,91.7,23.4,477,7h 57m,23:18:00,00:03:00,17210,2172,630,181,41,81
2/24/2016,112.6,19.8,90.3,22.3,407,6h 47m,23:23:00,"",7674,1695,832,148,2,22
2/25/2016,110,18.4,89.8,20.2,408,6h 48m,23:40:00,00:19:00,10001,1869,712,232,6,34
2/26/2016,0,0,0.0,0.0,436,7h 16m,23:17:00,23:40:00,6973,1733,730,230,0,0
2/27/2016,0,0,0.0,0.0,405,6h 45m,23:18:00,23:38:00,38124,3148,486,206,50,280
2/28/2016,0,0,0.0,0.0,377,6h 17m,23:43:00,23:57:00,32480,2890,470,186,27,244
2/29/2016,115.2,18.5,93.9,21.3,554,9h 14m,22:16:00,22:22:00,12621,1936,633,132,15,74
3/1/2016,112.8,17.7,92.8,20.0,523,8h 43m,22:03:30,22:05:30,10736,1896,625,207,11,43
3/2/2016,117.3,18.5,95.6,21.7,533,8h 53m,22:44:00,23:17:00,5545,1651,706,160,2,8
3/3/2016,116.5,19.1,94.2,22.3,454,7h 34m,23:14:00,23:27:00,15025,2113,673,199,17,61
3/4/2016,116,19.6,93.3,22.7,541,9h 1m,23:02:00,23:26:00,6402,1665,688,156,4,7
3/5/2016,0,0,0.0,0.0,629,10h 29m,22:55:00,23:55:00,11253,1958,463,255,23,26
3/6/2016,0,0,0.0,0.0,659,10h 59m,23:11:00,23:28:00,9445,1810,497,137,22,51
3/7/2016,0,0,0.0,0.0,415,6h 55m,22:59:00,01:38:00,12757,1973,672,155,8,75
3/8/2016,0,0,0.0,0.0,420,7h 0m,22:53:00,23:20:00,10247,1895,705,203,6,51
3/9/2016,0,0,0.0,0.0,469,7h 49m,22:47:00,23:23:00,8924,1852,726,147,9,39
3/10/2016,115,20.1,91.9,23.1,475,7h 55m,23:03:00,23:22:00,9989,1878,683,174,10,63
3/11/2016,114.4,20.2,91.3,23.1,464,7h 44m,22:51:00,23:06:00,13389,2021,736,166,8,66
3/12/2016,114.7,20.1,91.6,23.1,567,9h 27m,23:32:00,23:51:00,7230,1754,617,213,6,21
3/13/2016,114.7,20.3,91.4,23.3,664,11h 4m,00:18:00,00:37:00,19008,2288,411,133,26,121
3/14/2016,114.4,20.2,91.3,23.1,409,6h 49m,23:02:00,23:49:00,7925,1789,762,199,7,15
3/15/2016,0,0,0.0,0.0,385,6h 25m,23:06:00,23:59:00,8240,1844,736,226,5,22
3/16/2016,0,0,0.0,0.0,535,8h 55m,22:59:00,00:08:00,12192,2003,625,180,5,55
3/17/2016,0,0,0.0,0.0,458,7h 38m,23:31:00,00:08:00,12736,2032,627,211,18,55
3/18/2016,0,0,0.0,0.0,458,7h 38m,22:56:00,23:31:00,10624,1901,730,170,3,49
3/19/2016,111.5,20.4,88.8,22.7,576,9h 36m,23:29:00,00:20:00,28098,2641,396,124,52,209
3/20/2016,112,19.9,89.7,22.3,518,8h 38m,23:20:00,23:29:00,12381,1974,594,222,15,52
3/21/2016,0,0,0.0,0.0,381,6h 21m,23:28:00,00:19:00,7243,1697,793,181,3,9
3/22/2016,0,0,0.0,0.0,421,7h 1m,23:13:00,23:49:00,11068,1927,668,248,13,35
3/23/2016,111.3,0,111.3,0.0,482,8h 2m,23:19:00,23:42:00,6225,1642,742,158,1,10
3/24/2016,0,0,0.0,0.0,415,6h 55m,23:11:00,23:34:00,6777,1684,782,177,3,6
3/25/2016,0,0,0.0,0.0,509,8h 29m,23:08:00,23:38:00,1601,1413,833,95,0,0
3/26/2016,0,0,0.0,0.0,525,8h 45m,00:44:30,00:51:30,10541,1951,554,286,31,16
3/27/2016,0,0,0.0,0.0,567,9h 27m,00:06:00,00:25:00,13968,2034,512,169,18,86
3/28/2016,0,0,0.0,0.0,432,7h 12m,23:24:00,23:42:00,9415,1818,725,164,6,42
3/29/2016,0,0,0.0,0.0,490,8h 10m,22:56:00,23:44:00,11002,1905,674,202,10,52
3/30/2016,0,0,0.0,0.0,414,6h 54m,23:24:00,00:02:00,4251,1576,830,154,0,0
3/31/2016,114.8,20.6,91.2,23.6,422,7h 2m,23:32:00,00:12:00,13787,2101,648,285,26,32
4/1/2016,0,0,0.0,0.0,391,6h 31m,00:57:00,01:22:00,10894,1933,743,222,4,48
4/2/2016,0,0,0.0,0.0,689,11h 29m,00:18:00,00:24:00,10952,1919,430,201,8,58
4/3/2016,0,0,0.0,0.0,527,8h 47m,23:45:00,00:05:00,10094,1957,479,319,19,13
4/4/2016,0,0,0.0,0.0,426,7h 6m,23:05:00,23:41:00,11602,1916,744,157,13,63
4/5/2016,0,0,0.0,0.0,426,7h 6m,23:23:00,00:18:00,9060,1858,692,224,12,25
4/6/2016,0,0,0.0,0.0,477,7h 57m,23:12:00,00:00:00,7994,1833,641,273,8,2
4/7/2016,0,0,0.0,0.0,438,7h 18m,23:11:00,00:00:00,10228,1931,692,269,6,24
4/8/2016,0,0,0.0,0.0,437,7h 17m,23:41:00,23:51:00,7630,1805,726,241,3,5
4/9/2016,0,0,0.0,0.0,546,9h 6m,23:54:00,00:02:00,7229,1808,534,263,1,23
4/10/2016,0,0,0.0,0.0,582,9h 42m,23:39:00,23:50:00,9464,1858,514,220,4,38
4/11/2016,0,0,0.0,0.0,491,8h 11m,22:49:00,23:28:00,12229,1944,664,181,32,48
4/12/2016,0,0,0.0,0.0,538,8h 58m,23:28:00,23:31:00,10507,1875,632,184,5,45
4/13/2016,0,0,0.0,0.0,485,8h 5m,23:30:00,23:35:00,11180,1885,699,143,7,55
4/14/2016,0,0,0.0,0.0,516,8h 36m,22:59:00,23:51:00,10566,1907,612,216,4,35
4/15/2016,0,0,0.0,0.0,533,8h 53m,23:14:00,23:52:00,9291,1804,659,150,14,44
4/16/2016,0,0,0.0,0.0,589,9h 49m,23:37:00,23:50:00,6192,1726,518,225,3,22
4/17/2016,0,0,0.0,0.0,618,10h 18m,23:20:00,00:02:00,8231,1830,403,283,5,8
4/18/2016,0,0,0.0,0.0,492,8h 12m,23:05:00,23:51:00,8938,1780,744,145,11,38
4/19/2016,0,0,0.0,0.0,384,6h 24m,23:52:00,00:12:00,9997,1930,684,261,7,36
4/20/2016,0,0,0.0,0.0,443,7h 23m,23:33:00,23:41:00,8027,1750,786,169,2,25
4/21/2016,0,0,0.0,0.0,415,6h 55m,23:41:00,00:10:00,6966,1778,647,272,0,0
4/22/2016,0,0,0.0,0.0,460,7h 40m,22:54:00,00:06:00,10808,1894,760,177,9,62
4/23/2016,0,0,0.0,0.0,628,10h 28m,00:15:00,00:21:00,7716,1804,504,241,2,30
4/24/2016,0,0,0.0,0.0,475,7h 55m,23:55:00,23:57:00,14504,2135,520,263,13,78
4/25/2016,0,0,0.0,0.0,473,7h 53m,23:21:00,00:18:00,8082,1778,694,187,8,29
4/26/2016,0,0,0.0,0.0,458,7h 38m,23:18:00,00:15:00,7107,1747,688,219,6,15
4/27/2016,0,0,0.0,0.0,402,6h 42m,23:17:00,00:31:00,5513,1653,760,186,0,0
4/28/2016,0,0,0.0,0.0,488,8h 8m,22:59:00,23:31:00,5187,1618,740,162,6,2
