Date,Weight,Body Fat,Lean Mass,Fat Pounds,Sleep Minutes,Sleep Time,Went to Bed At,Fell Asleep At,Steps,Calories Burned,Sedentary Minutes,Lightly Active Minutes,Fairly Active Minutes,Very Active Minutes
8/15/2014,0,0,0.0,0.0,0,0h 0m,"","",6396,1716,1245,111,66,18
8/16/2014,0,0,0.0,0.0,512,8h 32m,01:17:00,01:27:00,12483,2066,598,146,76,53
8/17/2014,0,0,0.0,0.0,457,7h 37m,01:12:00,01:45:00,17110,2237,601,126,85,107
8/18/2014,0,0,0.0,0.0,318,5h 18m,02:09:00,03:31:00,12491,2063,815,119,66,59
8/19/2014,0,0,0.0,0.0,460,7h 40m,00:06:00,00:31:00,12817,2055,705,93,63,70
8/20/2014,0,0,0.0,0.0,410,6h 50m,00:30:00,01:22:00,7860,1754,792,86,67,34
8/21/2014,0,0,0.0,0.0,415,6h 55m,00:06:00,"",17022,2226,720,67,55,109
8/22/2014,0,0,0.0,0.0,433,7h 13m,01:06:00,01:43:00,8925,1825,743,104,63,45
8/23/2014,0,0,0.0,0.0,564,9h 24m,00:40:00,01:10:00,10557,1959,609,119,49,54
8/24/2014,0,0,0.0,0.0,365,6h 5m,00:27:00,01:14:00,6617,1773,765,149,84,10
8/25/2014,0,0,0.0,0.0,402,6h 42m,00:23:00,"",12704,2057,768,109,48,69
8/26/2014,0,0,0.0,0.0,446,7h 26m,00:25:00,00:51:00,10580,1968,723,114,60,47
8/27/2014,0,0,0.0,0.0,452,7h 32m,00:19:00,00:28:00,6397,1707,778,101,57,21
8/28/2014,0,0,0.0,0.0,452,7h 32m,00:17:00,00:28:00,7769,1788,727,109,73,31
8/29/2014,0,0,0.0,0.0,478,7h 58m,23:37:00,00:28:00,14111,2104,675,99,76,70
8/30/2014,0,0,0.0,0.0,634,10h 34m,00:33:00,00:41:00,13425,2087,485,110,47,81
8/31/2014,0,0,0.0,0.0,472,7h 52m,00:51:00,00:57:00,14653,2141,593,145,104,72
9/1/2014,0,0,0.0,0.0,704,11h 44m,00:54:00,01:03:00,13949,2083,428,119,48,81
9/2/2014,0,0,0.0,0.0,386,6h 26m,01:39:00,"",12855,2062,748,102,58,66
9/3/2014,0,0,0.0,0.0,401,6h 41m,01:24:00,01:31:00,10609,1890,810,84,45,71
9/4/2014,0,0,0.0,0.0,424,7h 4m,00:30:00,00:37:00,13823,2074,766,74,55,77
9/5/2014,0,0,0.0,0.0,435,7h 15m,01:20:00,01:34:00,10510,1915,758,126,61,60
9/6/2014,0,0,0.0,0.0,604,10h 4m,00:16:00,00:56:00,11318,2038,562,169,57,48
9/7/2014,0,0,0.0,0.0,580,9h 40m,00:31:00,01:11:00,17707,2218,574,93,68,125
9/8/2014,0,0,0.0,0.0,379,6h 19m,01:14:00,01:22:00,3676,1620,840,144,42,3
9/9/2014,0,0,0.0,0.0,418,6h 58m,00:30:00,01:03:00,11812,1967,802,65,39,69
9/10/2014,0,0,0.0,0.0,365,6h 5m,01:17:00,01:35:00,11307,1975,819,99,56,55
9/11/2014,0,0,0.0,0.0,419,6h 59m,01:10:00,01:17:00,6486,1659,841,73,42,34
9/12/2014,0,0,0.0,0.0,469,7h 49m,00:23:00,00:32:00,6007,1658,771,98,29,35
9/13/2014,0,0,0.0,0.0,459,7h 39m,01:45:00,02:29:00,3221,1543,749,101,25,10
9/14/2014,0,0,0.0,0.0,527,8h 47m,01:37:00,01:59:00,10103,1865,646,101,40,71
9/15/2014,0,0,0.0,0.0,0,0h 0m,"","",10141,1852,1295,51,38,56
9/16/2014,0,0,0.0,0.0,413,6h 53m,01:32:00,01:34:00,11442,1960,799,77,45,60
9/17/2014,0,0,0.0,0.0,422,7h 2m,00:39:00,01:04:00,7721,1708,773,60,39,47
9/18/2014,0,0,0.0,0.0,413,6h 53m,00:30:00,02:43:00,3737,1509,848,53,38,11
9/19/2014,0,0,0.0,0.0,442,7h 22m,00:38:00,00:44:00,10611,1887,804,72,45,57
9/20/2014,0,0,0.0,0.0,533,8h 53m,00:59:00,01:25:00,11534,1951,638,105,29,75
9/21/2014,0,0,0.0,0.0,412,6h 52m,00:30:00,01:47:00,3550,1552,816,98,38,8
9/22/2014,0,0,0.0,0.0,366,6h 6m,02:20:00,02:23:00,13133,2048,847,91,42,76
9/23/2014,0,0,0.0,0.0,331,5h 31m,00:17:00,00:35:00,10482,1929,822,141,88,40
9/24/2014,0,0,0.0,0.0,451,7h 31m,00:39:00,00:45:00,10481,1892,740,106,104,30
9/25/2014,0,0,0.0,0.0,487,8h 7m,00:44:00,00:47:00,12196,1966,761,50,44,69
9/26/2014,0,0,0.0,0.0,416,6h 56m,00:18:00,00:32:00,12862,2032,766,93,60,64
9/27/2014,0,0,0.0,0.0,466,7h 46m,00:30:00,00:38:00,10223,1899,732,115,39,59
9/28/2014,0,0,0.0,0.0,548,9h 8m,00:23:00,00:31:00,10341,1852,649,84,75,50
9/29/2014,0,0,0.0,0.0,345,5h 45m,01:01:00,01:24:00,14417,2110,804,93,76,77
9/30/2014,0,0,0.0,0.0,351,5h 51m,01:22:00,02:28:00,10783,1930,853,83,46,54
10/1/2014,0,0,0.0,0.0,378,6h 18m,01:16:00,01:27:00,4777,1611,878,82,56,10
10/2/2014,0,0,0.0,0.0,392,6h 32m,01:18:00,01:24:00,11825,1974,822,85,52,67
10/3/2014,0,0,0.0,0.0,419,6h 59m,00:56:00,01:00:00,8098,1776,816,89,62,38
10/4/2014,0,0,0.0,0.0,541,9h 1m,00:39:00,01:07:00,16656,2188,601,78,41,118
10/5/2014,0,0,0.0,0.0,493,8h 13m,00:21:00,00:33:00,12840,2068,583,170,105,53
10/6/2014,0,0,0.0,0.0,387,6h 27m,01:10:00,01:12:00,13737,2071,837,63,39,81
10/7/2014,0,0,0.0,0.0,411,6h 51m,00:50:00,01:00:00,13077,2082,762,117,58,63
10/8/2014,0,0,0.0,0.0,412,6h 52m,00:40:00,00:49:00,5248,1664,789,103,73,10
10/9/2014,0,0,0.0,0.0,498,8h 18m,23:45:00,00:24:00,7265,1785,612,137,86,16
10/10/2014,0,0,0.0,0.0,535,8h 55m,23:31:00,23:43:00,4989,1700,686,159,61,5
10/11/2014,0,0,0.0,0.0,462,7h 42m,00:12:00,00:24:00,20846,2412,577,133,89,134
10/12/2014,0,0,0.0,0.0,485,8h 5m,00:11:00,00:22:00,9581,1900,651,145,75,40
10/13/2014,0,0,0.0,0.0,444,7h 24m,00:09:00,00:22:00,16468,2272,694,109,67,81
10/14/2014,0,0,0.0,0.0,389,6h 29m,02:40:00,02:49:00,7217,1701,851,75,68,26
10/15/2014,0,0,0.0,0.0,470,7h 50m,23:40:00,00:48:00,7402,1725,740,76,59,37
10/16/2014,0,0,0.0,0.0,398,6h 38m,01:09:00,01:56:00,11698,1965,827,78,56,58
10/17/2014,0,0,0.0,0.0,369,6h 9m,01:11:00,02:17:00,14415,2147,769,120,55,77
10/18/2014,0,0,0.0,0.0,558,9h 18m,00:33:00,00:43:00,22683,2452,500,88,92,159
10/19/2014,0,0,0.0,0.0,493,8h 13m,01:01:00,01:05:00,15317,2165,658,97,47,87
10/20/2014,0,0,0.0,0.0,349,5h 49m,01:35:00,02:01:00,6373,1751,810,148,64,18
10/21/2014,0,0,0.0,0.0,377,6h 17m,01:00:00,02:32:00,12804,2046,789,78,39,69
10/22/2014,0,0,0.0,0.0,395,6h 35m,01:23:00,01:30:00,5440,1627,883,84,42,24
10/23/2014,0,0,0.0,0.0,441,7h 21m,01:09:00,01:15:00,10944,1894,819,45,50,56
10/24/2014,0,0,0.0,0.0,400,6h 40m,00:30:00,00:49:00,8698,1828,754,117,68,39
10/25/2014,0,0,0.0,0.0,514,8h 34m,01:16:00,01:32:00,12380,2061,651,124,36,64
10/26/2014,0,0,0.0,0.0,471,7h 51m,00:00:00,01:30:00,16475,2244,587,113,50,90
10/27/2014,0,0,0.0,0.0,388,6h 28m,01:11:00,01:29:00,5272,1635,854,96,53,16
10/28/2014,0,0,0.0,0.0,409,6h 49m,00:00:00,01:48:00,14636,2161,700,116,53,81
10/29/2014,0,0,0.0,0.0,363,6h 3m,01:25:00,01:35:00,11746,1987,857,83,50,59
10/30/2014,0,0,0.0,0.0,395,6h 35m,00:42:00,00:58:00,5206,1612,870,69,47,20
10/31/2014,0,0,0.0,0.0,374,6h 14m,01:32:00,02:05:00,14944,2173,814,98,53,77
11/1/2014,0,0,0.0,0.0,437,7h 17m,00:53:00,00:56:00,20465,2359,645,106,62,148
11/2/2014,0,0,0.0,0.0,0,0h 0m,"","",13919,2149,1260,65,30,74
11/3/2014,0,0,0.0,0.0,409,6h 49m,23:49:00,23:59:00,13062,2055,785,89,49,70
11/4/2014,0,0,0.0,0.0,303,5h 3m,01:42:00,01:48:00,11687,1987,916,97,45,58
11/5/2014,0,0,0.0,0.0,410,6h 50m,00:08:00,00:08:00,3387,1525,867,79,44,6
11/6/2014,0,0,0.0,0.0,433,7h 13m,23:50:00,00:03:00,12030,1997,758,86,53,57
11/7/2014,0,0,0.0,0.0,423,7h 3m,23:30:00,23:58:00,10619,1865,788,75,66,57
11/8/2014,0,0,0.0,0.0,452,7h 32m,23:51:00,23:53:00,10628,1909,800,81,31,55
11/9/2014,0,0,0.0,0.0,371,6h 11m,00:32:00,00:41:00,21571,2459,638,150,105,134
11/10/2014,0,0,0.0,0.0,385,6h 25m,00:25:00,00:32:00,18028,2379,749,121,67,93
11/11/2014,0,0,0.0,0.0,371,6h 11m,00:10:00,00:32:00,12191,1997,840,68,38,59
11/12/2014,0,0,0.0,0.0,403,6h 43m,00:05:00,00:24:00,5259,1650,814,117,58,11
11/13/2014,0,0,0.0,0.0,408,6h 48m,00:00:00,00:16:00,16680,2272,748,109,60,78
11/14/2014,0,0,0.0,0.0,416,6h 56m,00:01:00,00:08:00,22826,2595,663,119,92,122
11/15/2014,0,0,0.0,0.0,407,6h 47m,00:11:00,00:31:00,14087,2113,631,154,102,69
11/16/2014,0,0,0.0,0.0,396,6h 36m,23:13:00,23:33:00,31022,2890,256,137,177,185
11/17/2014,0,0,0.0,0.0,582,9h 42m,20:00:00,21:48:00,26949,2686,516,126,120,178
11/18/2014,0,0,0.0,0.0,467,7h 47m,23:10:00,23:31:00,9471,1827,759,84,67,47
11/19/2014,0,0,0.0,0.0,448,7h 28m,23:22:00,23:51:00,11393,1976,752,88,53,52
11/20/2014,0,0,0.0,0.0,436,7h 16m,23:23:00,23:39:00,13711,2095,811,80,46,72
11/21/2014,0,0,0.0,0.0,0,0h 0m,"","",3157,1488,1331,60,47,2
11/22/2014,0,0,0.0,0.0,0,0h 0m,"","",13100,2129,1219,131,20,67
11/23/2014,0,0,0.0,0.0,407,6h 47m,23:57:00,00:04:00,22872,2453,641,86,95,159
11/24/2014,0,0,0.0,0.0,423,7h 3m,23:33:00,23:52:00,5411,1664,778,126,59,12
11/25/2014,0,0,0.0,0.0,429,7h 9m,23:17:00,23:37:00,7424,1764,748,131,74,23
11/26/2014,0,0,0.0,0.0,381,6h 21m,23:26:00,23:28:00,8075,1876,638,195,111,8
11/27/2014,0,0,0.0,0.0,472,7h 52m,22:00:00,22:00:00,32057,2982,298,192,208,172
11/28/2014,0,0,0.0,0.0,504,8h 24m,22:00:00,22:00:00,42848,3470,218,170,197,285
11/29/2014,0,0,0.0,0.0,507,8h 27m,22:00:00,22:00:00,21981,2513,396,195,190,89
11/30/2014,0,0,0.0,0.0,459,7h 39m,22:00:00,23:17:00,9026,1898,675,171,123,11
12/1/2014,0,0,0.0,0.0,512,8h 32m,23:50:00,00:10:00,3684,1517,741,88,3,21
12/2/2014,0,0,0.0,0.0,435,7h 15m,23:13:00,23:56:00,15318,2189,770,66,48,81
12/3/2014,0,0,0.0,0.0,449,7h 29m,23:15:00,23:29:00,11728,1996,771,87,45,60
12/4/2014,0,0,0.0,0.0,450,7h 30m,23:13:00,23:24:00,3040,1499,841,67,28,10
12/5/2014,0,0,0.0,0.0,463,7h 43m,23:00:00,23:31:00,17711,2327,729,101,90,75
