
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1971-11-1,81,74,66,69,66,63,100,81,58,30.00,29.93,29.85,10,7,1,12,5,,0.00,0,Fog,197
1971-11-2,82,73,64,65,60,50,93,67,46,30.02,29.97,29.92,15,14,10,9,6,,0.00,0,,9
1971-11-3,72,64,55,49,37,30,55,39,22,30.35,30.26,30.09,15,15,15,17,15,,0.00,0,,31
1971-11-4,72,58,45,39,35,31,63,43,26,30.36,30.27,30.16,15,15,15,10,7,,0.00,0,,152
1971-11-5,78,63,48,57,51,39,89,67,48,30.14,30.04,29.94,15,14,10,18,8,,0.00,0,,181
1971-11-6,68,62,54,61,53,43,96,78,59,30.35,30.14,29.98,15,11,7,16,8,,0.00,0,,41
1971-11-7,57,52,48,46,38,32,83,58,39,30.48,30.40,30.33,15,14,10,23,15,,0.00,,,45
1971-11-8,62,58,53,54,43,34,75,60,47,30.33,30.22,30.11,15,12,7,10,5,,0.00,,,149
1971-11-9,75,68,59,58,55,53,86,71,50,30.31,30.20,30.13,10,10,7,14,6,,0.00,,,16
1971-11-10,71,58,45,49,42,39,82,58,34,30.41,30.33,30.27,15,12,10,10,8,,0.00,0,,37
1971-11-11,75,60,46,50,46,42,83,63,37,30.30,30.24,30.17,15,11,7,10,5,,0.00,0,,222
1971-11-12,75,62,48,52,48,46,93,65,37,30.20,30.14,30.05,15,13,7,15,7,,0.00,0,,210
1971-11-13,81,69,57,64,59,53,100,75,47,30.05,29.97,29.89,15,12,2,21,9,,0.00,0,Fog,202
1971-11-14,82,73,64,65,63,61,96,74,49,30.04,29.97,29.92,15,12,7,16,11,,0.00,0,,179
1971-11-15,79,72,66,66,64,62,93,80,60,30.07,30.03,29.98,15,12,9,18,9,,0.00,,,154
1971-11-16,75,70,64,64,63,62,90,79,66,30.07,30.01,29.93,15,11,5,14,10,,0.00,,Fog,147
1971-11-17,77,72,68,70,68,65,93,86,74,29.95,29.85,29.77,10,9,7,17,11,,0.07,,Rain-Thunderstorm,172
1971-11-18,66,60,55,60,52,47,97,76,54,30.17,29.99,29.86,15,11,5,14,9,,0.38,0,Rain-Thunderstorm,20
1971-11-19,57,50,42,42,37,34,77,63,45,30.35,30.27,30.22,15,15,15,14,9,,0.00,0,,7
1971-11-20,72,58,43,49,43,39,86,65,37,30.21,30.10,29.98,15,15,15,14,6,,0.00,0,,273
1971-11-21,72,60,48,50,46,43,93,63,40,30.14,30.07,30.04,15,15,15,15,7,,0.00,0,,54
1971-11-22,55,53,51,49,47,44,92,79,69,30.05,29.98,29.89,15,12,7,15,11,,0.19,,Rain,89
1971-11-23,52,47,42,45,43,42,100,90,74,30.22,30.08,29.95,15,8,0,14,9,,0.00,,Fog,38
1971-11-24,52,46,39,43,40,37,93,81,66,30.35,30.30,30.25,15,11,10,12,8,,0.00,0,,32
1971-11-25,57,49,41,52,44,40,96,84,70,30.30,30.23,30.14,8,6,5,8,4,,0.00,0,Fog,122
1971-11-26,73,64,53,56,51,44,100,73,39,30.11,30.06,29.99,15,9,0,14,9,,0.00,0,Fog,275
1971-11-27,66,56,46,46,40,36,69,57,34,30.14,30.02,29.86,15,15,15,13,9,,0.00,0,,108
1971-11-28,72,64,55,63,48,35,100,66,26,29.79,29.73,29.67,15,10,0,20,12,,0.00,0,Fog,284
1971-11-29,71,57,43,44,41,39,86,64,32,29.83,29.76,29.69,15,15,15,14,7,,0.00,0,,73
1971-11-30,52,49,46,44,41,39,90,75,66,30.14,29.97,29.84,15,12,7,18,16,,0.02,,Rain,39
