
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1951-12-1,66,60,55,61,58,54,100,92,81,30.17,30.09,30.00,10,5,1,12,4,,0.00,,Fog,174
1951-12-2,78,70,63,66,63,61,97,83,58,30.00,29.92,29.84,15,12,7,16,11,,0.00,,,186
1951-12-3,77,66,54,67,57,43,97,76,30,29.94,29.89,29.84,15,12,7,13,6,,0.21,0,Rain-Thunderstorm,305
1951-12-4,71,58,46,65,54,45,93,81,56,29.92,29.84,29.74,15,10,10,18,6,,0.00,0,,223
1951-12-5,80,63,46,57,42,35,84,49,22,29.82,29.73,29.60,10,8,4,17,8,,0.00,0,,199
1951-12-6,82,70,57,63,57,45,100,73,45,29.81,29.65,29.58,10,9,0,14,10,,0.00,0,Fog,190
1951-12-7,66,62,55,42,25,18,42,27,20,30.03,29.95,29.84,15,13,10,18,14,,0.00,,,19
1951-12-8,60,51,41,44,37,31,67,56,37,30.34,30.10,29.92,15,15,10,23,16,,0.00,,Rain,359
1951-12-9,46,40,35,31,27,23,76,56,40,30.52,30.45,30.35,15,15,15,20,14,,0.00,,,358
1951-12-10,44,40,37,38,32,23,93,72,43,30.48,30.41,30.31,15,15,10,17,10,,0.03,,Rain,326
1951-12-11,59,46,34,36,32,23,100,65,26,30.37,30.27,30.19,15,15,15,13,5,,0.00,0,,300
1951-12-12,70,52,35,40,35,30,89,55,33,30.17,30.02,29.91,15,14,7,17,6,,0.00,,,195
1951-12-13,73,60,46,65,53,40,93,78,61,29.93,29.86,29.78,15,12,6,13,6,,0.00,,Fog-Rain,178
1951-12-14,71,54,35,66,47,16,97,67,38,30.38,29.97,29.72,15,13,8,26,12,,0.05,,Rain,304
1951-12-15,39,32,24,23,14,8,60,49,35,30.69,30.59,30.41,15,15,15,20,15,,0.00,0,,11
1951-12-16,46,32,19,41,26,11,85,67,47,30.58,30.42,30.27,15,14,10,13,5,,0.00,0,,177
1951-12-17,57,51,45,56,50,43,100,94,80,30.25,30.07,29.94,10,6,0,6,4,,0.02,,Fog-Rain,162
1951-12-18,55,46,37,49,34,27,83,61,37,30.23,30.11,30.00,15,12,9,21,10,,0.00,0,,359
1951-12-19,59,46,34,57,46,30,100,86,73,30.02,29.78,29.57,10,8,0,12,3,,0.00,0,Fog-Rain,198
1951-12-20,82,59,33,58,41,15,100,61,13,30.01,29.63,29.47,15,10,4,25,8,,0.01,0,Fog-Rain,279
1951-12-21,50,36,21,25,11,6,61,42,22,30.31,30.19,30.03,15,15,15,18,11,,0.00,0,,21
1951-12-22,63,44,26,39,22,14,81,47,21,30.30,30.18,30.05,15,15,15,20,7,,0.00,0,,206
1951-12-23,75,58,42,53,46,39,97,70,38,30.16,30.08,30.04,15,14,10,13,7,,0.00,0,,193
1951-12-24,69,60,52,67,48,33,100,71,47,30.19,30.10,30.01,15,10,2,20,7,,0.02,0,Fog,49
1951-12-25,79,66,53,69,60,30,96,76,41,30.25,30.03,29.95,15,11,8,24,10,,0.00,,Rain,198
1951-12-26,57,47,37,31,26,20,55,45,28,30.60,30.43,30.25,15,14,10,18,15,,0.00,0,,1
1951-12-27,57,45,33,26,23,17,64,46,20,30.69,30.56,30.41,15,14,10,14,10,,0.00,0,,34
1951-12-28,70,53,36,51,43,24,100,70,49,30.40,30.12,29.94,15,10,0,22,10,,0.00,0,Fog,191
1951-12-29,80,64,48,56,51,47,96,66,39,29.94,29.88,29.81,15,13,8,17,8,,0.00,0,,191
1951-12-30,82,68,55,64,57,51,93,74,42,29.93,29.86,29.82,15,12,7,17,10,,0.00,,,171
1951-12-31,82,73,64,66,63,60,93,75,52,29.91,29.84,29.79,15,14,10,20,15,,0.00,0,,185
