
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1957-4-1,82,65,48,64,56,47,97,73,42,29.79,29.72,29.62,15,13,10,16,7,,0.00,0,,191
1957-4-2,80,74,68,69,67,64,91,83,69,29.68,29.65,29.60,10,10,9,21,15,,0.00,,Rain,152
1957-4-3,75,68,60,69,59,50,93,74,41,29.72,29.63,29.56,15,11,5,20,13,,0.10,0,Rain,268
1957-4-4,81,66,50,53,47,42,97,62,25,29.95,29.76,29.66,15,10,8,25,9,,0.00,0,Rain,273
1957-4-5,70,59,48,44,37,30,77,50,25,30.17,30.07,29.95,15,12,10,17,7,,0.00,0,,307
1957-4-6,75,62,48,59,49,39,87,63,43,30.08,29.97,29.84,10,9,8,25,12,,0.00,0,,183
1957-4-7,82,73,64,69,64,59,93,79,54,29.82,29.76,29.69,10,9,7,21,15,,0.00,,,184
1957-4-8,71,60,48,69,39,33,93,55,36,30.31,30.18,29.76,15,9,7,31,18,,0.00,0,,356
1957-4-9,66,54,42,45,39,36,82,58,38,30.33,30.22,30.09,15,15,15,14,10,,0.00,0,,89
1957-4-10,75,63,51,61,54,46,100,75,50,30.10,29.97,29.86,15,13,4,16,8,,0.00,,Fog-Rain,141
1957-4-11,69,64,60,65,62,60,100,93,87,29.95,29.88,29.84,10,5,0,12,7,,0.02,,Fog,98
1957-4-12,66,54,39,63,48,34,96,78,62,30.29,30.13,29.95,10,9,4,26,12,,0.00,,Fog-Rain,31
1957-4-13,46,42,37,37,35,33,89,80,71,30.36,30.31,30.27,10,9,8,22,16,,0.00,,,8
1957-4-14,57,49,41,47,42,38,96,76,58,30.41,30.33,30.25,10,8,4,22,12,,0.00,,Fog,12
1957-4-15,64,60,55,62,55,46,100,85,69,30.25,30.08,29.95,10,6,1,17,6,,0.31,,Fog-Rain-Thunderstorm,108
1957-4-16,71,67,63,68,64,63,100,94,84,29.95,29.91,29.88,10,7,1,17,10,,0.06,,Fog-Rain,148
1957-4-17,82,73,64,71,67,63,100,89,65,30.02,29.97,29.92,10,8,0,18,9,,0.00,0,Fog,166
1957-4-18,84,78,71,72,69,64,97,81,53,30.05,29.99,29.92,10,8,4,21,12,,0.01,,Fog-Rain,164
1957-4-19,80,71,62,70,66,61,100,86,67,30.05,29.97,29.92,15,10,6,22,14,,0.91,,Rain-Thunderstorm,166
1957-4-20,82,76,71,71,69,68,97,82,60,30.04,29.97,29.92,10,10,7,23,13,,0.01,,Rain,141
1957-4-21,78,71,64,69,65,62,100,85,64,30.13,30.04,29.96,15,11,7,17,10,,0.15,,Rain-Thunderstorm,111
1957-4-22,84,72,61,70,67,60,100,86,63,30.04,29.94,29.86,10,9,4,23,11,,1.40,,Rain-Thunderstorm,145
1957-4-23,73,68,63,73,66,63,100,90,78,29.93,29.88,29.82,15,10,0,18,13,,1.05,,Rain-Thunderstorm,88
1957-4-24,73,68,64,70,67,63,100,96,84,29.92,29.88,29.83,15,8,0,25,8,,1.16,,Fog-Rain-Thunderstorm,121
1957-4-25,82,74,66,72,69,66,100,88,65,29.97,29.93,29.88,15,9,1,22,8,,0.00,,Fog,150
1957-4-26,80,70,57,70,66,58,100,86,67,30.01,29.93,29.84,10,9,0,44,15,,2.02,,Rain-Thunderstorm,148
1957-4-27,71,65,59,66,62,59,100,91,76,30.02,29.94,29.88,15,10,7,17,11,,0.91,,Rain,14
1957-4-28,75,68,61,67,64,59,100,91,71,29.95,29.92,29.86,15,9,3,17,7,,1.63,,Rain-Thunderstorm,52
1957-4-29,75,68,61,64,62,60,100,84,60,29.98,29.93,29.90,15,10,4,8,3,,0.00,,Fog,56
1957-4-30,75,69,63,65,63,62,100,84,64,29.96,29.91,29.83,15,12,8,17,6,,0.00,0,,357
