
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1965-9-1,91,84,77,72,69,65,82,68,45,30.04,30.00,29.93,15,15,15,15,9,,0.00,,,34
1965-9-2,91,81,71,69,68,66,90,67,45,30.04,29.97,29.87,15,12,10,12,6,,0.00,,,83
1965-9-3,93,82,72,71,69,68,91,64,44,29.92,29.87,29.79,15,13,8,14,7,,0.00,0,,180
1965-9-4,97,86,75,69,69,68,82,58,39,29.88,29.84,29.77,15,14,10,21,9,,0.00,0,,186
1965-9-5,95,86,77,69,68,68,76,58,41,29.99,29.94,29.90,15,14,10,14,9,,0.00,0,,177
1965-9-6,90,82,75,69,68,68,79,66,48,30.09,30.03,29.99,15,14,10,14,6,,0.00,0,,167
1965-9-7,88,80,73,73,71,70,91,72,55,30.08,30.04,29.99,15,13,7,9,3,,0.00,0,,144
1965-9-8,93,83,73,71,66,61,87,60,35,30.06,30.00,29.92,15,11,8,13,6,,0.00,0,,135
1965-9-9,95,85,75,67,63,59,76,52,31,29.96,29.89,29.78,15,14,10,12,5,,0.00,0,,158
1965-9-10,98,85,72,62,57,48,71,43,19,29.85,29.81,29.78,15,12,10,12,7,,0.00,,,359
1965-9-11,96,86,75,64,62,59,64,46,31,30.02,29.95,29.89,15,14,10,12,6,,0.00,0,,45
1965-9-12,96,84,73,70,66,61,82,55,33,30.11,30.04,30.00,15,15,15,10,6,,0.00,0,,188
1965-9-13,97,88,79,73,68,63,82,54,32,30.13,30.05,29.97,15,15,15,13,8,,0.00,0,,183
1965-9-14,97,85,73,70,66,61,79,54,32,29.99,29.92,29.81,15,15,15,13,8,,0.00,0,,185
1965-9-15,97,85,73,71,66,60,91,57,31,29.84,29.79,29.70,15,15,15,16,9,,0.00,0,,181
1965-9-16,98,88,77,72,67,60,81,58,28,29.80,29.75,29.70,15,15,15,18,14,,0.00,0,,0
1965-9-17,91,83,75,73,71,70,87,69,50,29.99,29.92,29.86,15,14,10,15,11,,0.00,0,,168
1965-9-18,91,83,75,73,71,69,90,72,50,30.06,30.02,29.97,15,13,7,17,9,,0.00,,,143
1965-9-19,93,85,77,75,74,72,94,78,49,30.04,29.97,29.87,15,11,4,13,9,,0.48,,Rain,155
1965-9-20,90,82,75,74,72,68,91,73,51,29.93,29.87,29.79,15,13,9,16,10,,0.00,0,,163
1965-9-21,91,84,77,74,71,67,90,68,45,29.91,29.84,29.78,15,14,10,18,12,,0.00,,,177
1965-9-22,79,72,66,74,69,66,97,90,84,29.96,29.90,29.85,15,10,1,18,9,,0.92,,Fog-Rain-Thunderstorm,60
1965-9-23,75,72,70,70,69,67,93,89,84,30.04,30.00,29.97,15,10,6,14,8,,0.00,,Fog-Rain,59
1965-9-24,77,73,68,66,63,61,87,75,58,30.09,30.05,30.01,15,13,10,16,11,,0.00,,,35
1965-9-25,72,66,60,64,59,55,90,80,64,30.06,30.01,29.94,15,12,8,12,8,,0.02,,Rain,40
1965-9-26,66,64,61,62,59,56,87,84,81,30.09,30.04,29.99,10,9,6,9,6,,0.11,,Rain,64
1965-9-27,80,71,62,59,55,47,84,63,31,30.11,30.06,29.99,15,14,10,14,9,,0.00,0,,38
1965-9-28,82,70,57,65,59,53,84,66,51,29.99,29.92,29.82,15,12,10,13,7,,0.00,0,,43
1965-9-29,84,74,64,67,64,63,96,74,49,29.81,29.74,29.64,15,12,10,8,5,,0.00,0,,153
1965-9-30,72,66,59,64,56,47,87,72,54,30.02,29.86,29.70,15,12,10,20,7,,0.00,0,,321
