
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1966-4-1,82,68,53,56,45,38,77,45,24,29.92,29.82,29.77,15,12,10,21,9,,0.00,0,,342
1966-4-2,77,64,52,44,37,31,47,36,21,29.96,29.85,29.68,10,10,10,17,10,,0.00,0,,155
1966-4-3,82,72,62,65,56,40,87,63,33,29.72,29.61,29.52,15,12,7,21,15,,0.00,,,200
1966-4-4,68,60,53,37,34,32,48,38,28,30.04,29.93,29.77,15,13,10,22,16,,0.00,0,,20
1966-4-5,66,56,46,33,30,28,52,38,26,30.18,30.12,30.08,15,14,10,12,10,,0.00,0,,36
1966-4-6,77,60,44,39,36,31,73,43,24,30.15,30.05,29.94,15,15,15,18,8,,0.00,0,,238
1966-4-7,79,67,55,57,50,40,68,54,47,30.05,29.98,29.91,15,14,10,18,12,,0.00,0,,193
1966-4-8,75,68,62,62,60,58,87,78,62,29.94,29.92,29.89,15,11,10,20,12,,0.00,,,200
1966-4-9,82,71,60,61,52,41,90,55,39,30.02,29.95,29.91,15,13,10,15,9,,0.00,0,,58
1966-4-10,80,72,64,63,62,60,96,75,52,29.96,29.87,29.73,15,10,2,23,12,,0.00,,Fog,166
1966-4-11,79,72,64,65,62,60,84,75,58,29.75,29.69,29.62,15,11,8,17,15,,0.00,0,,187
1966-4-12,87,78,68,69,66,62,96,76,46,29.79,29.74,29.67,15,10,5,15,11,,0.00,0,Fog,186
1966-4-13,71,68,64,68,61,57,90,81,73,29.98,29.93,29.85,10,9,6,17,12,,0.00,,Fog,60
1966-4-14,66,62,57,59,53,50,81,73,65,30.23,30.14,29.99,10,9,7,21,14,,0.00,,,29
1966-4-15,75,64,52,51,48,43,89,61,31,30.27,30.18,30.07,10,9,5,10,7,,0.00,0,,11
1966-4-16,79,65,51,52,48,44,80,56,29,30.10,30.01,29.90,15,12,10,14,6,,0.00,0,,241
1966-4-17,70,64,57,66,60,53,97,88,81,29.92,29.83,29.70,15,7,2,16,8,,0.75,0,Fog-Rain-Thunderstorm,154
1966-4-18,81,70,59,68,63,57,97,84,62,29.70,29.65,29.57,15,10,0,17,11,,0.00,0,Fog,196
1966-4-19,82,75,68,69,68,67,96,80,58,29.72,29.67,29.62,10,9,7,16,11,,0.00,,,177
1966-4-20,78,71,62,68,60,44,84,71,52,30.04,29.81,29.67,10,10,8,21,12,,0.00,,,133
1966-4-21,70,61,52,55,41,34,78,50,35,30.21,30.12,30.07,15,13,8,21,16,,0.00,,,50
1966-4-22,68,62,57,64,59,56,93,89,86,30.13,30.05,29.98,10,5,2,10,8,,0.10,,Fog-Rain-Thunderstorm,102
1966-4-23,77,73,69,70,68,67,93,86,79,30.03,29.99,29.93,10,9,4,15,9,,0.00,,Fog-Rain,151
1966-4-24,72,68,64,69,65,63,100,91,84,30.08,30.00,29.96,9,7,4,16,11,,0.63,,Rain-Thunderstorm,105
1966-4-25,80,73,66,70,65,63,93,83,60,30.01,29.90,29.81,15,10,4,20,10,,0.35,,Rain-Thunderstorm,169
1966-4-26,81,71,61,62,59,56,90,67,47,29.90,29.84,29.75,15,14,10,18,9,,0.00,0,,288
1966-4-27,88,77,66,70,66,61,87,74,49,29.81,29.75,29.72,15,10,4,15,11,,0.00,0,Fog,198
1966-4-28,80,75,70,70,68,64,90,81,69,30.05,29.94,29.83,10,9,2,16,8,,0.00,,Fog,130
1966-4-29,82,75,68,69,66,64,91,74,54,30.04,29.99,29.88,15,11,10,17,11,,0.00,,,156
1966-4-30,82,78,68,69,67,62,87,76,60,30.00,29.96,29.93,15,11,10,20,11,,0.00,,,161
