
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1951-6-1,91,82,73,72,68,60,91,66,42,30.01,29.94,29.87,15,15,15,23,13,,0.00,0,,153
1951-6-2,91,83,75,73,69,64,90,67,45,29.95,29.88,29.81,15,15,15,20,14,,0.00,0,,157
1951-6-3,75,70,64,72,67,63,100,93,79,30.00,29.93,29.87,15,11,1,20,11,,3.82,,Fog-Rain-Thunderstorm,33
1951-6-4,73,70,66,68,66,64,96,89,73,30.10,30.04,29.97,15,11,5,17,10,,0.01,,Fog-Rain,39
1951-6-5,82,75,68,70,68,65,96,81,58,30.11,30.04,29.97,10,9,5,12,4,,0.00,,Fog-Rain,120
1951-6-6,86,76,66,73,70,67,100,81,61,30.00,29.92,29.83,15,12,0,15,7,,0.00,0,Fog,150
1951-6-7,89,81,73,73,71,69,91,76,55,29.89,29.83,29.76,15,15,15,20,14,,0.00,0,,168
1951-6-8,91,82,73,74,72,70,91,75,55,29.89,29.86,29.83,15,15,15,20,11,,0.00,0,,171
1951-6-9,93,84,75,75,73,72,94,75,54,29.98,29.94,29.90,15,15,15,17,11,,0.00,0,,177
1951-6-10,91,83,75,75,72,69,96,73,50,29.99,29.91,29.80,15,15,15,20,11,,0.00,0,,170
1951-6-11,93,83,73,73,72,69,96,72,45,29.88,29.80,29.69,15,15,15,18,11,,0.00,0,,149
1951-6-12,86,75,64,72,67,59,97,78,57,29.95,29.86,29.74,15,12,6,20,12,,2.34,,Rain-Thunderstorm,88
1951-6-13,88,76,64,73,68,62,97,77,55,30.07,29.99,29.93,15,13,10,12,6,,0.00,0,,97
1951-6-14,93,83,73,74,72,67,97,74,46,30.04,29.97,29.89,15,14,10,12,7,,0.00,,,173
1951-6-15,91,82,73,74,73,72,97,77,55,29.95,29.87,29.77,15,12,10,17,9,,0.00,,,172
1951-6-16,93,84,75,74,73,72,94,75,51,29.86,29.80,29.71,15,15,10,30,11,,0.00,,Rain,172
1951-6-17,95,84,73,76,73,70,93,72,49,29.87,29.82,29.73,15,15,15,17,8,,0.00,0,,162
1951-6-18,93,84,75,74,73,71,91,71,49,29.92,29.86,29.81,15,15,15,18,9,,0.00,0,,161
1951-6-19,95,85,75,73,72,70,94,70,47,29.93,29.85,29.79,15,14,10,20,11,,0.00,0,,167
1951-6-20,93,84,75,75,73,71,91,72,50,29.88,29.84,29.78,15,10,5,18,13,,0.00,0,,170
1951-6-21,93,84,75,73,72,70,91,71,46,29.86,29.82,29.75,10,7,4,23,15,,0.00,0,,168
1951-6-22,93,83,73,72,71,68,91,68,44,29.85,29.81,29.76,9,6,4,17,13,,0.00,0,,171
1951-6-23,91,83,75,73,70,67,90,69,45,29.92,29.87,29.83,10,9,6,20,13,,0.00,0,,164
1951-6-24,93,84,75,75,73,71,94,78,51,29.98,29.93,29.90,15,8,1,17,10,,0.00,0,Fog,132
1951-6-25,91,83,75,75,72,66,94,74,48,30.04,30.00,29.96,15,10,5,17,10,,0.01,,,145
1951-6-26,91,82,73,73,70,67,97,70,44,29.98,29.93,29.87,10,5,2,15,8,,0.00,0,Fog,172
1951-6-27,91,82,73,73,71,68,97,70,45,29.95,29.90,29.83,10,7,2,15,9,,0.00,0,Fog,175
1951-6-28,95,84,73,74,72,69,97,69,43,29.95,29.90,29.84,15,10,3,15,9,,0.00,0,Fog,166
1951-6-29,95,84,73,74,72,69,96,70,44,29.92,29.88,29.80,15,14,10,16,9,,0.00,0,,176
1951-6-30,95,85,75,73,72,71,91,69,46,29.87,29.83,29.78,15,15,15,23,12,,0.00,0,,177
