
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1958-3-1,54,48,41,44,37,34,92,68,49,30.07,30.01,29.96,15,10,4,21,13,,0.08,,Fog-Rain,15
1958-3-2,59,50,41,42,39,37,89,71,51,30.14,30.07,30.00,15,15,15,16,10,,0.01,0,,354
1958-3-3,60,50,41,45,41,38,93,69,49,30.10,30.04,30.00,15,13,10,15,8,,0.00,0,,23
1958-3-4,69,60,51,57,49,43,77,69,60,30.04,29.96,29.87,15,12,10,16,9,,0.00,,Rain,76
1958-3-5,61,59,55,61,59,54,100,98,80,29.93,29.89,29.87,8,2,0,15,7,,0.83,,Fog-Rain-Thunderstorm,43
1958-3-6,73,64,55,63,59,55,100,91,66,29.90,29.81,29.71,15,6,0,20,9,,0.00,,Fog,48
1958-3-7,80,68,57,63,59,56,100,75,48,29.86,29.78,29.71,15,14,7,13,5,,0.14,0,Rain,156
1958-3-8,72,64,55,64,45,33,93,55,26,29.89,29.79,29.66,15,14,10,26,13,,0.01,0,Rain,285
1958-3-9,69,56,42,48,43,39,92,65,40,29.96,29.87,29.78,15,15,10,12,7,,0.00,0,,110
1958-3-10,68,58,48,54,47,41,97,71,45,30.04,29.89,29.78,15,11,7,23,7,,0.00,0,,333
1958-3-11,53,50,46,41,39,35,77,68,53,30.14,30.07,30.02,15,12,10,24,21,,0.00,,Rain,1
1958-3-12,46,44,42,44,41,36,97,88,73,30.02,29.95,29.88,10,8,2,17,14,,0.38,,Fog-Rain-Thunderstorm,345
1958-3-13,52,44,37,36,32,28,83,63,46,30.29,30.17,30.05,10,10,10,23,15,,0.00,,,337
1958-3-14,55,46,37,36,31,28,82,61,35,30.39,30.29,30.21,15,11,10,20,9,,0.00,0,,352
1958-3-15,63,50,37,41,35,30,82,60,34,30.27,30.19,30.08,15,12,10,9,5,,0.00,0,,40
1958-3-16,68,54,39,55,46,36,93,73,54,30.10,29.99,29.88,10,10,7,21,7,,0.00,0,,169
1958-3-17,68,56,43,63,48,31,100,76,57,30.08,29.92,29.78,15,9,2,23,12,,0.01,,Fog-Rain,319
1958-3-18,42,38,35,36,33,29,96,84,65,30.23,30.14,30.07,10,8,5,22,16,,0.60,0,Fog-Rain,349
1958-3-19,57,45,33,40,35,30,92,68,44,30.33,30.26,30.21,15,12,8,18,9,,0.00,0,,346
1958-3-20,66,52,37,38,34,30,86,55,27,30.40,30.30,30.21,15,13,10,10,7,,0.00,0,,198
1958-3-21,70,58,46,53,46,36,90,68,47,30.19,30.02,29.88,15,11,7,20,10,,0.00,0,,185
1958-3-22,73,65,57,61,58,53,93,82,64,29.89,29.83,29.77,10,9,7,24,14,,0.10,,Rain-Thunderstorm,173
1958-3-23,77,64,52,63,53,41,97,70,30,29.97,29.82,29.75,15,11,5,23,12,,0.00,0,Fog,257
1958-3-24,53,50,46,42,40,39,80,71,61,30.05,29.98,29.92,15,11,10,17,13,,0.00,0,,341
1958-3-25,54,49,43,46,43,40,97,83,64,30.03,29.98,29.93,10,8,3,15,6,,0.17,0,Fog-Rain,316
1958-3-26,64,52,39,46,41,37,96,71,43,30.03,29.95,29.87,10,10,10,12,6,,0.00,0,,308
1958-3-27,71,58,44,53,48,41,93,71,51,29.99,29.95,29.90,10,10,9,13,6,,0.00,0,,92
1958-3-28,66,58,51,57,54,50,100,82,60,30.01,29.91,29.79,10,8,0,22,10,,0.00,,Fog-Rain,143
1958-3-29,75,68,59,62,51,39,97,64,28,29.89,29.83,29.79,15,11,4,16,9,,0.21,,Fog-Rain,257
1958-3-30,69,58,48,47,43,39,80,60,39,30.06,29.98,29.90,15,13,10,17,12,,0.00,0,,339
1958-3-31,71,57,43,51,45,40,93,66,45,30.06,29.98,29.89,15,10,10,12,8,,0.00,0,,73
