
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1950-1-1,68,64,60,66,63,60,100,96,87,30.28,30.21,30.13,10,5,0,9,2,,0.01,0,Fog,106
1950-1-2,73,70,66,67,65,62,100,87,71,30.12,30.01,29.88,15,12,10,20,10,,0.00,0,,185
1950-1-3,75,72,69,67,65,64,90,82,67,29.86,29.71,29.58,15,13,10,20,15,,0.00,0,,175
1950-1-4,68,48,27,65,29,20,93,81,72,30.17,30.03,29.65,15,14,5,30,18,,0.22,0,Rain,2
1950-1-5,32,29,26,30,25,19,96,86,69,30.20,30.15,30.10,15,12,5,16,12,,0.10,0,Rain,353
1950-1-6,46,39,32,32,29,24,96,77,58,30.54,30.40,30.22,15,13,8,18,10,,0.06,0,Rain,348
1950-1-7,46,37,28,32,26,20,82,65,42,30.67,30.58,30.52,15,15,15,20,9,,0.00,0,,10
1950-1-8,59,47,35,37,30,26,82,58,28,30.51,30.34,30.19,15,15,15,12,5,,0.00,0,,142
1950-1-9,68,55,42,64,53,35,100,89,71,30.17,30.05,29.95,15,8,0,12,4,,0.00,0,Fog,187
1950-1-10,66,60,53,65,50,37,100,69,41,30.29,30.18,30.03,15,12,7,22,9,,0.01,0,Rain,10
1950-1-11,55,52,48,56,50,40,100,91,59,30.26,30.20,30.11,10,5,0,12,6,,0.05,0,Fog-Rain,25
1950-1-12,75,65,55,68,63,56,100,92,73,30.13,30.00,29.89,15,8,0,21,6,,0.05,0,Fog-Rain,178
1950-1-13,72,64,57,67,58,46,100,76,47,30.21,30.02,29.88,15,12,5,17,9,,0.06,0,Rain,285
1950-1-14,68,60,52,65,53,44,100,78,50,30.21,30.11,29.98,15,12,5,17,6,,0.01,0,Fog-Rain,82
1950-1-15,77,70,64,67,64,59,97,85,64,30.11,29.99,29.92,15,13,8,17,11,,0.01,0,Rain,182
1950-1-16,63,56,48,55,47,37,89,72,63,30.29,30.22,30.11,15,15,10,22,15,,0.00,0,,23
1950-1-17,69,62,54,65,59,54,100,96,84,30.23,30.13,30.05,15,5,0,15,5,,0.02,0,Fog,151
1950-1-18,75,62,48,65,62,44,100,86,71,30.04,30.00,29.95,15,12,10,18,9,,0.00,0,,196
1950-1-19,46,41,36,43,37,32,96,90,82,30.47,30.27,30.05,15,10,2,20,16,,0.00,0,Fog,21
1950-1-20,48,42,36,44,37,33,100,86,74,30.53,30.47,30.44,10,10,8,14,9,,0.00,0,,21
1950-1-21,64,54,44,59,52,43,100,93,80,30.45,30.32,30.18,15,7,0,16,5,,0.01,0,Fog,186
1950-1-22,77,68,59,62,60,58,100,83,56,30.17,30.05,29.93,15,11,0,17,11,,0.00,0,Fog,197
1950-1-23,81,70,59,66,61,58,100,80,45,29.93,29.84,29.74,15,14,10,22,10,,0.00,0,,185
1950-1-24,78,72,66,66,64,63,90,78,60,29.80,29.75,29.69,15,15,15,25,16,,0.00,0,,174
1950-1-25,81,75,69,69,66,64,90,79,60,29.96,29.84,29.79,15,15,15,18,15,,0.00,0,,175
1950-1-26,72,56,39,68,45,23,100,76,47,30.45,30.24,29.97,15,10,10,24,13,,0.05,0,Rain,13
1950-1-27,54,45,36,39,32,23,86,67,51,30.48,30.41,30.31,15,15,15,17,12,,0.00,0,,21
1950-1-28,60,50,39,58,48,36,93,87,79,30.28,30.10,29.96,15,10,5,12,5,,0.00,0,Fog,168
1950-1-29,78,62,43,66,56,33,100,81,56,30.05,29.95,29.87,15,9,3,24,10,,0.00,0,Fog,179
1950-1-30,43,40,37,40,37,34,100,94,71,30.11,30.06,30.03,10,6,2,16,13,,0.01,0,Fog-Rain,15
1950-1-31,39,38,36,39,37,36,100,99,93,30.21,30.13,30.08,10,3,0,17,11,,0.01,0,Fog-Rain,13
