
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1963-9-1,96,86,75,71,68,64,76,61,36,30.03,29.97,29.89,15,12,8,13,4,,0.00,0,Rain,152
1963-9-2,98,86,75,73,69,64,85,59,33,30.04,29.97,29.90,15,11,8,9,4,,0.00,0,,166
1963-9-3,99,88,77,76,72,67,90,67,35,30.09,30.03,29.96,15,12,3,12,6,,0.03,0,Fog-Rain,173
1963-9-4,99,87,75,75,71,65,91,61,33,30.07,30.02,29.94,15,14,10,10,4,,0.00,,,199
1963-9-5,100,88,77,71,68,64,82,52,31,30.02,29.96,29.86,15,15,15,12,6,,0.00,,,181
1963-9-6,100,89,78,71,66,61,77,48,27,29.99,29.94,29.87,15,15,15,12,6,,0.00,0,,187
1963-9-7,100,88,77,70,66,59,76,50,28,30.01,29.96,29.90,15,15,10,20,7,,0.00,0,,198
1963-9-8,98,88,78,69,66,64,69,52,34,30.03,29.97,29.89,15,14,10,14,6,,0.00,0,,118
1963-9-9,97,85,73,70,63,55,79,52,27,30.02,29.97,29.90,15,13,10,12,7,,0.00,0,,56
1963-9-10,100,88,75,71,65,58,82,53,25,30.01,29.94,29.87,15,11,7,9,4,,0.00,0,,139
1963-9-11,99,87,75,73,66,60,82,52,28,30.00,29.94,29.88,15,13,10,16,8,,0.00,0,,181
1963-9-12,98,86,73,74,69,62,93,64,31,30.05,29.98,29.89,15,13,7,21,7,,0.23,0,Rain-Thunderstorm,174
1963-9-13,89,81,73,72,70,65,93,73,48,30.08,30.01,29.93,15,11,7,13,7,,0.16,,Rain,16
1963-9-14,93,84,75,71,69,65,87,71,41,29.98,29.93,29.84,15,12,10,12,4,,0.00,,,101
1963-9-15,86,80,73,74,72,67,97,79,57,29.99,29.94,29.88,15,9,4,14,6,,0.82,,Rain-Thunderstorm,97
1963-9-16,86,80,73,75,72,65,97,83,63,30.03,29.98,29.94,10,8,5,16,7,,0.06,0,Fog-Rain,49
1963-9-17,87,80,73,74,71,65,91,79,55,30.05,30.00,29.96,15,12,10,22,12,,0.02,0,Rain,21
1963-9-18,78,76,73,72,71,69,93,87,76,30.01,29.96,29.93,15,8,2,18,14,,0.01,,Fog-Rain,358
1963-9-19,82,77,72,72,71,70,97,85,67,29.96,29.93,29.89,10,8,3,20,14,,0.07,,Fog-Rain,48
1963-9-20,90,81,72,72,66,57,93,68,33,30.00,29.93,29.87,15,11,3,13,7,,0.00,0,Fog,80
1963-9-21,91,78,66,63,61,57,84,57,34,29.97,29.92,29.86,15,10,8,12,3,,0.00,0,,92
1963-9-22,90,80,69,64,60,55,81,55,30,30.02,29.97,29.93,15,10,8,8,4,,0.00,0,,36
1963-9-23,90,80,70,64,60,56,81,54,34,30.05,29.99,29.94,15,10,5,12,6,,0.00,0,,38
1963-9-24,90,79,68,66,61,58,73,55,37,30.06,30.00,29.95,15,10,8,12,7,,0.00,0,,65
1963-9-25,88,77,66,65,60,50,90,58,35,30.11,30.04,29.95,10,9,4,14,6,,0.00,0,Fog,77
1963-9-26,88,76,64,57,54,52,68,50,30,30.09,30.03,29.97,10,10,8,15,7,,0.00,0,,35
1963-9-27,84,74,64,57,54,49,73,51,31,30.03,29.96,29.88,15,11,10,14,8,,0.00,0,,19
1963-9-28,88,74,61,58,49,41,72,45,19,29.91,29.82,29.73,15,15,10,14,7,,0.00,0,,339
1963-9-29,82,73,63,51,44,33,58,38,18,30.07,29.92,29.78,15,15,15,21,10,,0.00,0,,352
1963-9-30,82,70,57,42,39,36,48,35,22,30.22,30.14,30.08,15,14,10,14,9,,0.00,0,,12
