
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1966-5-1,68,62,55,64,57,53,93,89,87,30.21,30.11,30.02,15,8,2,15,10,,0.25,,Fog-Rain,25
1966-5-2,62,58,55,56,53,47,90,81,69,30.31,30.27,30.22,10,8,5,17,14,,0.02,,Fog,16
1966-5-3,73,66,60,58,56,55,86,73,57,30.30,30.26,30.19,15,11,5,20,12,,0.00,,Fog,48
1966-5-4,66,64,63,63,58,52,93,80,67,30.27,30.24,30.21,15,10,2,14,11,,0.39,,Fog-Rain,29
1966-5-5,70,66,63,61,60,58,90,80,65,30.23,30.17,30.14,10,7,4,14,10,,0.05,,Fog-Rain,22
1966-5-6,72,68,64,63,61,59,87,79,66,30.13,30.07,30.02,10,10,8,17,11,,0.05,,Rain,32
1966-5-7,77,70,64,62,60,59,87,71,56,30.03,29.95,29.87,15,12,10,16,9,,0.00,0,,44
1966-5-8,81,70,60,63,60,57,90,70,49,29.87,29.79,29.70,15,14,7,12,3,,0.00,0,,170
1966-5-9,86,74,63,65,63,61,93,70,44,29.97,29.88,29.78,15,10,0,9,4,,0.00,0,Fog,165
1966-5-10,80,72,64,65,61,57,81,74,54,30.05,29.99,29.88,15,9,4,13,10,,0.00,0,,109
1966-5-11,79,74,69,65,64,63,87,73,58,29.92,29.85,29.79,15,12,7,18,14,,0.00,,,176
1966-5-12,81,75,69,71,68,65,90,84,72,29.96,29.90,29.85,10,8,3,14,7,,0.00,,Fog-Rain,136
1966-5-13,75,68,60,68,57,50,90,71,54,30.08,29.99,29.93,15,12,7,18,12,,0.00,0,Rain,23
1966-5-14,82,72,62,69,64,57,93,76,62,30.01,29.95,29.89,10,8,4,12,7,,0.00,0,Fog,125
1966-5-15,84,78,72,71,70,68,87,77,63,29.95,29.89,29.85,10,9,8,20,10,,0.00,,,180
1966-5-16,88,80,73,74,71,69,87,79,63,29.92,29.87,29.81,10,10,7,16,10,,0.00,,,186
1966-5-17,90,82,75,75,73,71,94,79,61,29.84,29.77,29.70,15,12,7,17,14,,0.00,,,191
1966-5-18,82,75,68,76,72,65,90,86,77,29.81,29.75,29.69,15,8,5,17,12,,0.07,,Fog-Rain-Thunderstorm,195
1966-5-19,84,75,66,69,67,64,93,78,61,29.95,29.90,29.85,15,12,10,9,5,,0.00,,,50
1966-5-20,82,77,72,72,70,68,93,81,69,29.96,29.89,29.81,15,11,2,12,5,,0.00,,Fog,137
1966-5-21,89,80,72,72,71,68,93,74,57,29.88,29.84,29.78,15,11,7,14,7,,0.00,,,181
1966-5-22,93,84,75,74,73,72,94,74,49,29.86,29.81,29.72,10,9,6,16,9,,0.00,0,Fog,176
1966-5-23,90,82,75,73,71,69,88,74,55,29.81,29.77,29.74,15,11,8,21,15,,0.00,,Rain,194
1966-5-24,87,80,70,72,68,62,93,76,57,29.97,29.89,29.82,10,9,7,17,8,,0.00,0,,62
1966-5-25,84,74,64,66,61,56,87,65,49,30.04,29.98,29.90,15,13,10,14,11,,0.00,0,,13
1966-5-26,82,72,63,60,57,55,81,59,39,29.97,29.91,29.83,15,15,15,12,7,,0.00,0,,48
1966-5-27,78,72,66,65,62,58,81,71,60,29.85,29.81,29.76,15,13,10,7,3,,0.03,,,205
1966-5-28,88,78,68,68,65,59,93,76,51,29.83,29.81,29.77,10,9,3,17,4,,0.00,0,Fog-Rain-Thunderstorm,150
1966-5-29,82,74,66,67,63,61,84,69,54,29.90,29.87,29.84,15,14,10,12,7,,0.00,,,31
1966-5-30,87,76,66,67,64,62,87,67,48,29.99,29.95,29.91,10,10,10,13,7,,0.00,0,,33
1966-5-31,88,78,68,70,66,63,93,68,45,30.09,30.04,30.00,10,7,3,13,4,,0.00,0,Fog,81
