
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1971-6-1,89,82,75,72,71,70,87,71,55,29.94,29.89,29.83,15,11,7,14,10,,0.00,,,161
1971-6-2,93,83,73,71,68,65,87,65,38,29.98,29.93,29.88,15,12,8,17,11,,0.00,,,171
1971-6-3,87,80,73,69,66,64,87,65,46,30.11,30.04,29.98,15,11,7,18,11,,0.00,,,159
1971-6-4,90,80,70,68,65,61,93,63,39,30.16,30.09,30.01,15,11,7,14,9,,0.00,,Fog,171
1971-6-5,91,80,69,67,63,59,90,60,35,30.12,30.05,29.94,15,13,10,13,8,,0.00,0,Fog,178
1971-6-6,93,82,70,67,63,56,84,57,29,30.04,29.94,29.82,15,13,6,15,8,,0.00,0,Fog,190
1971-6-7,96,84,73,68,65,60,84,56,31,29.93,29.88,29.82,15,14,10,15,11,,0.00,0,,184
1971-6-8,93,83,73,69,65,59,85,56,32,29.97,29.92,29.84,15,14,10,15,12,,0.00,0,,186
1971-6-9,95,85,75,70,67,61,84,60,32,29.95,29.89,29.78,15,14,10,16,13,,0.00,,,176
1971-6-10,93,85,77,71,69,64,79,61,37,29.91,29.87,29.82,15,14,10,20,15,,0.00,,,173
1971-6-11,95,86,77,72,70,66,84,63,38,29.97,29.93,29.89,15,13,10,18,13,,0.00,,,168
1971-6-12,96,86,75,73,68,62,94,59,35,30.04,29.99,29.90,15,13,7,17,11,,0.00,,,173
1971-6-13,96,86,75,71,66,58,87,56,28,29.98,29.90,29.77,15,14,10,13,9,,0.00,0,,190
1971-6-14,93,84,75,70,64,53,84,54,26,29.88,29.83,29.76,15,11,9,12,10,,0.00,,,190
1971-6-15,90,82,75,69,65,59,79,60,35,29.93,29.85,29.81,15,14,10,12,8,,0.00,,Rain,207
1971-6-16,93,84,75,71,66,62,76,58,36,29.96,29.91,29.85,15,14,10,12,7,,0.01,,Rain,196
1971-6-17,93,84,75,71,67,61,87,59,35,29.99,29.93,29.87,15,13,8,16,9,,0.00,0,,191
1971-6-18,95,85,75,71,69,65,87,67,37,30.00,29.97,29.92,15,14,10,16,9,,0.00,0,,160
1971-6-19,88,80,71,71,69,65,90,78,46,30.06,30.02,30.00,15,14,10,21,10,,0.00,0,Rain,158
1971-6-20,87,78,70,71,68,63,93,75,44,30.07,30.01,29.96,15,13,10,21,7,,0.00,0,,156
1971-6-21,91,82,73,72,71,68,93,79,47,30.07,30.01,29.96,15,11,7,21,8,,0.10,,Rain,180
1971-6-22,86,80,73,72,71,69,93,78,61,30.04,29.99,29.94,15,11,10,12,5,,0.00,,,123
1971-6-23,93,82,72,70,64,56,93,59,28,29.99,29.95,29.89,10,8,6,15,5,,0.00,,,203
1971-6-24,96,83,70,69,65,61,93,57,33,30.03,29.97,29.90,10,8,6,16,9,,0.00,0,,185
1971-6-25,93,83,73,71,67,61,91,62,34,30.02,29.97,29.88,15,12,7,15,9,,0.00,,,188
1971-6-26,86,80,73,71,69,67,93,70,53,29.98,29.95,29.90,15,13,7,12,7,,0.00,,,185
1971-6-27,86,80,75,73,70,68,94,74,55,29.93,29.90,29.86,15,14,7,13,8,,0.00,,,166
1971-6-28,87,80,73,74,71,68,97,79,53,29.98,29.92,29.88,15,11,7,14,7,,0.06,,Rain,150
1971-6-29,91,84,77,75,72,68,94,70,48,29.97,29.94,29.90,15,10,7,13,8,,0.00,,,159
1971-6-30,93,85,77,75,70,65,90,65,41,30.04,29.99,29.96,15,12,7,13,11,,0.00,,,174
